Ano,Código SH6,Valor US$ FOB Anual
2022,152110,1087550
2022,170114,1295097
2022,170199,25933703
2022,170410,27310
2022,170490,6684323
2022,200799,1578
2022,200819,144614
2022,200820,50775
2022,200899,565731
2022,200919,1741
2022,200931,1871
2022,200971,416
2022,210610,510
2022,210690,157301
2022,220110,119
2022,220190,2254
2022,220210,4675
2022,220900,14
2022,230910,518832
2022,250100,45947974
2022,250610,28260
2022,250620,152793
2022,251512,59591
2022,251611,67495
2022,251612,1972783
2022,252329,29
2022,252510,421283
2022,252610,29505
2022,252910,140000
2022,253090,26
2022,260300,2865859
2022,261100,3647050
2022,271019,336340714
2022,284444,1200
2022,284700,610
2022,290729,1787
2022,310100,54326
2022,320619,14954
2022,330129,4502
2022,330190,2
2022,330499,1272
2022,330510,504
2022,330590,825
2022,330710,632
2022,340290,39101
2022,350790,16676
2022,390730,820
2022,391510,400
2022,391723,16575
2022,392190,10736071
2022,392321,65
2022,392329,325
2022,392340,10495
2022,392350,499
2022,392410,600
2022,392690,1181
2022,401590,856
2022,401693,577
2022,410150,1690995
2022,420222,55
2022,420299,387
2022,420329,7676
2022,441820,2520
2022,460290,145
2022,481022,40
2022,481810,120
2022,481820,563
2022,481830,993
2022,481890,251
2022,481910,15747
2022,481940,155
2022,482090,25
2022,482110,367
2022,482190,45
2022,482369,409
2022,490199,20
2022,491110,83
2022,491199,32
2022,520812,440
2022,520819,547494
2022,520822,223671
2022,520823,45614
2022,520832,55457
2022,520912,1734386
2022,520922,14067289
2022,520929,2958963
2022,520932,8833886
2022,520939,2643639
2022,520942,29763
2022,520959,5691
2022,521011,4305
2022,521019,6186
2022,521120,262010
2022,521132,72514
2022,521139,569932
2022,521142,674
2022,521159,12947
2022,521212,35499
2022,521222,27290
2022,530810,10
2022,551641,551
2022,551642,1930
2022,560721,126734
2022,600622,66178
2022,610443,4500
2022,610520,346
2022,610990,1000
2022,611212,18
2022,611430,14930
2022,611610,2360
2022,620140,3
2022,620459,185
2022,620690,91
2022,621010,10833
2022,630293,80
2022,630533,17688
2022,650500,6467
2022,650610,3750
2022,680223,15427
2022,680293,6531618
2022,680299,1710528
2022,690721,185469
2022,690722,7986
2022,710310,7377063
2022,710391,499999
2022,710399,5166348
2022,710812,513417
2022,710813,2216749
2022,711021,644
2022,711299,692622
2022,711320,8599
2022,711620,41846
2022,711790,2723
2022,720421,503012
2022,720429,2591076
2022,730629,282400
2022,731815,3778
2022,731816,863
2022,731829,594
2022,732690,129706
2022,740400,1737426
2022,741999,60
2022,760200,1061497
2022,761699,10195
2022,820770,5931
2022,840999,4536
2022,841350,2851
2022,841381,548
2022,841391,2334
2022,841430,3300
2022,841451,5188
2022,841459,6862
2022,841911,11030
2022,841939,1195
2022,841950,17916
2022,842121,1810
2022,842139,5530
2022,842839,1103
2022,842940,11000
2022,843710,31250
2022,843780,6450
2022,843810,1974
2022,846711,2541
2022,847981,2929
2022,847989,10412
2022,847990,11940
2022,848110,8389
2022,848120,8574
2022,848190,1958
2022,848210,404
2022,848220,5390
2022,848250,10577
2022,848340,47622
2022,848390,36224
2022,850132,1630
2022,850152,57
2022,850300,998
2022,850432,6628
2022,850440,2956
2022,851762,3042
2022,851779,842
2022,853210,123
2022,853620,33721
2022,853710,48594
2022,853810,13273
2022,853929,922
2022,854231,57542
2022,854390,37131
2022,854929,22177
2022,870322,28498
2022,880220,20468
2022,900490,4236
2022,900691,211
2022,901590,17374
2022,901890,504
2022,902110,4695
2022,902610,9950
2022,903010,5300
2022,950629,641
2022,960400,3200
2022,960629,1568
2022,962000,38
2023,30232,5524051
2023,30234,11163266
2023,30239,22279
2023,30246,24378
2023,30247,1579625
2023,30289,1963117
2023,30339,12376
2023,30389,1014324
2023,30391,2103882
2023,30449,5892
2023,30462,38564
2023,30499,928
2023,30571,64736
2023,30611,8706250
2023,30631,62009
2023,40221,474
2023,50710,1899073
2023,50790,236104
2023,51191,1926
2023,51199,11469610
2023,60319,42526
2023,70993,1069395
2023,71040,534615
2023,80119,9343
2023,80132,5645790
2023,80390,1469521
2023,80440,21998
2023,80450,7101725
2023,80711,52691412
2023,80719,117859347
2023,80720,15879649
2023,81090,30681
2023,81190,67287
2023,81340,387947
2023,90411,24871
2023,91011,6
2023,110630,193135
2023,121190,44800
2023,130219,97793
2023,151590,623017
2023,152110,945927
2023,170114,7356199
2023,170199,9685050
2023,170410,63899
2023,170490,9637908
2023,180690,968
2023,190590,48177
2023,200799,1979
2023,200819,735462
2023,200820,27332
2023,200899,921719
2023,210111,139799
2023,210112,17626
2023,210120,3180
2023,210320,26464
2023,210690,223556
2023,220110,7
2023,220190,1573
2023,230910,210600
2023,250100,25890451
2023,250610,29893
2023,250620,32013
2023,250700,277240
2023,251612,2964386
2023,252510,1128623
2023,252610,58950
2023,252910,15394
2023,260200,244301
2023,260300,4398724
2023,261100,3257512
2023,261400,8
2023,261590,13172
2023,262030,59894
2023,270900,52383621
2023,271019,331680746
2023,281122,2238
2023,310100,237786
2023,321519,481
2023,330119,0
2023,330129,10684
2023,330499,5116
2023,330510,92
2023,330590,19
2023,340120,145
2023,340239,48371
2023,340250,21416
2023,340290,78933
2023,340319,45
2023,340590,18
2023,380894,56
2023,380991,19
2023,391590,202993
2023,391732,3428
2023,391740,2651
2023,391890,1484
2023,392010,1660
2023,392092,3333
2023,392113,37837
2023,392190,11245247
2023,392350,1038
2023,392690,13688
2023,400821,423
2023,400829,4648
2023,400922,15870
2023,401519,1749
2023,401590,933
2023,401693,15186
2023,401699,2647
2023,401700,12509
2023,410150,3496886
2023,420299,62
2023,420329,24170
2023,420330,5280
2023,441520,117
2023,441811,7924
2023,441821,1155
2023,481910,2200
2023,482190,824
2023,490900,1289
2023,520822,243673
2023,520823,41328
2023,520832,63925
2023,520843,1173
2023,520912,980366
2023,520919,3223
2023,520922,14706017
2023,520929,2384507
2023,520932,10114582
2023,520939,2849068
2023,520942,7531
2023,521011,20434
2023,521019,5188
2023,521112,46774
2023,521119,2777
2023,521120,28832
2023,521132,263934
2023,521139,567169
2023,521142,2564
2023,521159,10684
2023,521212,798
2023,521222,4127
2023,551641,4571
2023,560229,84
2023,560721,41550
2023,610310,92
2023,610349,92
2023,610443,1117
2023,610510,330
2023,610520,1204
2023,610590,259
2023,610620,72
2023,610990,316
2023,611212,27
2023,611430,21101
2023,611610,22480
2023,620140,128
2023,620349,92
2023,620459,172
2023,620590,1310
2023,620690,510
2023,621010,6935
2023,621111,92
2023,621112,4800
2023,630533,6480
2023,630619,17
2023,630720,9257
2023,630790,17072
2023,650500,5490
2023,650610,7935
2023,650699,5721
2023,680292,24474
2023,680293,5344328
2023,680299,1226029
2023,681381,8444
2023,710310,2944785
2023,710399,7878588
2023,710812,145051
2023,710813,2260550
2023,711320,1252
2023,711620,6853
2023,720410,74081
2023,720421,147116
2023,720429,3745784
2023,720449,41280
2023,730439,513
2023,730449,480
2023,731210,585
2023,731815,35971
2023,731816,1880
2023,731819,4882
2023,731822,917
2023,731829,1952
2023,732599,7725
2023,732690,230194
2023,740400,1629808
2023,741220,918
2023,741980,106
2023,760200,1292300
2023,761699,80236
2023,820770,21915
2023,830140,1386
2023,830890,713
2023,841221,102678
2023,841290,4660
2023,841319,546
2023,841320,3090
2023,841330,4244
2023,841350,1935
2023,841360,380
2023,841370,3331
2023,841381,6097
2023,841391,4705
2023,841459,11052
2023,841950,1745
2023,842129,4101
2023,842139,1330
2023,842230,114374
2023,842511,9952
2023,842810,11476
2023,843131,2137
2023,844316,119684
2023,846711,24592
2023,846799,5999
2023,847190,3786
2023,847330,739
2023,847989,7792
2023,847990,1157
2023,848060,428000
2023,848120,47543
2023,848130,599
2023,848140,1892
2023,848180,39547
2023,848210,15359
2023,848230,450
2023,848310,81575
2023,848320,84196
2023,848330,81879
2023,848340,135844
2023,848350,243
2023,848360,21379
2023,848390,20252
2023,848420,1650
2023,848490,3845
2023,850131,1951
2023,850140,326
2023,850152,62656
2023,850164,592197
2023,850240,2946
2023,850300,277594
2023,850431,330
2023,850432,349
2023,850440,73984
2023,850450,4043
2023,850490,833
2023,850511,17263
2023,850720,18490
2023,851680,190
2023,851762,115954
2023,852349,1909
2023,852352,41
2023,853329,321
2023,853510,2011
2023,853540,4371
2023,853590,1343
2023,853610,11212
2023,853620,7693
2023,853630,4070
2023,853641,2518
2023,853649,10146
2023,853650,5714
2023,853690,6794
2023,853710,173594
2023,853810,537
2023,853890,31119
2023,853929,2561
2023,853931,748
2023,853951,1291
2023,854110,1065
2023,854141,421
2023,854231,660
2023,854370,60458
2023,854442,25797
2023,854449,15564
2023,854460,634
2023,854470,3380
2023,854520,595
2023,854929,440477
2023,871680,60000
2023,900220,312
2023,900490,7740
2023,901590,1905
2023,902000,1336
2023,902110,2368
2023,902519,1163
2023,902610,5685
2023,902620,1364
2023,902750,25
2023,902789,967
2023,902810,64287
2023,903010,5975
2023,903033,1180
2023,903180,35885
2023,903210,351
2023,940511,14918
2023,940519,7491
2023,960629,715
2023,970390,1002
2024,30229,12000
2024,30232,2370935
2024,30234,3799081
2024,30244,1131
2024,30247,708115
2024,30289,1346710
2024,30389,898554
2024,30391,1131836
2024,30449,12340
2024,30462,1818
2024,30489,27646
2024,30611,5635181
2024,30631,110079
2024,40221,183
2024,40610,115581
2024,50710,82038
2024,51000,310000
2024,51199,6004015
2024,60319,30676
2024,70993,1171195
2024,71040,469363
2024,71420,990
2024,80119,53176
2024,80132,3278964
2024,80390,348621
2024,80450,4536871
2024,80550,748584
2024,80711,23432395
2024,80719,61601522
2024,80720,12441898
2024,81090,1059
2024,81190,236936
2024,81340,560250
2024,110630,16100
2024,121190,120820
2024,130219,162726
2024,140490,472
2024,151590,563007
2024,152110,732434
2024,170114,8245353
2024,170199,11198000
2024,170410,11752
2024,170490,7618874
2024,180690,10822
2024,190590,20499
2024,200600,49
2024,200799,444
2024,200819,2269
2024,200820,35369
2024,200899,621829
2024,200912,24
2024,200961,24
2024,200971,24
2024,200989,58
2024,200990,19
2024,210690,168909
2024,220110,161
2024,220190,1249
2024,220299,300
2024,250100,14355453
2024,250610,17335
2024,250620,9450
2024,250700,30160
2024,251612,2616937
2024,252510,673128
2024,252610,42581
2024,252910,26432
2024,253090,39434
2024,260200,25228
2024,260300,1346081
2024,261100,3076780
2024,261390,34496
2024,270900,5
2024,271012,33054137
2024,271019,453298187
2024,290371,167
2024,310100,1415591
2024,320810,3492
2024,330129,25000
2024,330190,4500
2024,340239,22251
2024,340250,24223
2024,340290,73657
2024,391590,292874
2024,391733,349
2024,391739,4114
2024,392059,369
2024,392190,6231569
2024,392390,126972
2024,392690,19817
2024,400690,1392
2024,401519,1222
2024,410150,2778307
2024,420219,15
2024,420222,21
2024,420329,2451
2024,420330,3549
2024,441239,947
2024,482110,1282
2024,482210,119
2024,491110,5
2024,520822,218451
2024,520832,1890
2024,520912,368939
2024,520919,31394
2024,520922,11553520
2024,520929,1201681
2024,520932,8416899
2024,520939,1552614
2024,520942,7884
2024,521019,1914
2024,521119,1308
2024,521120,19642
2024,521132,171291
2024,521139,344458
2024,521152,5933
2024,521159,12537
2024,551641,11820
2024,551642,9839
2024,560819,551
2024,610323,1672
2024,610462,5046
2024,610711,62
2024,610712,67
2024,610729,5
2024,610821,277
2024,610822,610
2024,610829,435
2024,610839,10
2024,610899,10
2024,610910,10
2024,620230,5753
2024,620429,15
2024,620442,86
2024,620719,15
2024,620822,5
2024,620829,92
2024,621112,4717
2024,621210,579
2024,621710,3510
2024,630533,6480
2024,630720,2887
2024,630790,15299
2024,640690,1110
2024,650500,26219
2024,650610,9989
2024,650691,555
2024,680293,4388020
2024,680299,1264001
2024,681381,1977
2024,701590,114
2024,710310,3156631
2024,710399,1906274
2024,710812,65911
2024,711620,4899
2024,711790,1702
2024,720421,67902
2024,720429,780692
2024,720430,93212
2024,730890,42409
2024,731589,1546
2024,731590,961
2024,731815,426
2024,731816,226
2024,732090,690
2024,732399,158
2024,732690,40071
2024,740400,823127
2024,760200,2460370
2024,761090,331
2024,820231,926
2024,820299,61
2024,820320,1409
2024,820411,1814
2024,820420,522
2024,820510,3087
2024,820559,183
2024,820900,12783
2024,831000,5140
2024,840790,47844
2024,841221,1401
2024,841290,3086
2024,841950,1745
2024,842139,515
2024,842519,9158
2024,843131,549
2024,843143,2102
2024,843860,3445
2024,844832,191
2024,844842,5441
2024,844849,6336
2024,847180,2562
2024,847990,625
2024,848180,1482
2024,848310,135066
2024,848340,116598
2024,848390,1273
2024,850152,5188
2024,850300,14533
2024,850432,618
2024,850440,1990
2024,850450,2180
2024,850490,966
2024,850520,826
2024,850590,201
2024,850870,132
2024,851310,6587
2024,852351,75
2024,853190,2385
2024,853229,980
2024,853329,415
2024,853590,423
2024,853610,1934
2024,853620,1484
2024,853630,8920
2024,853649,2677
2024,853650,2240
2024,853669,7445
2024,853690,2690
2024,853710,23094
2024,853890,26539
2024,853990,962
2024,854110,189
2024,854141,17454
2024,854411,520
2024,854442,1889
2024,854449,107
2024,854470,3952
2024,854520,2392
2024,854929,555063
2024,870323,25033
2024,900490,5018
2024,902000,1403
2024,902150,1037
2024,902590,857
2024,903010,5650
2024,903033,3785
2024,903180,5421
2024,903210,889
2024,903289,178
2024,940511,301
2024,950300,6
2024,960190,1931
2024,960621,2518
2024,961100,5
