Data,Código SH6,Valor US$ FOB Mensal
2014-07,720410,38848
2014-07,720421,61736
2014-07,841391,2861
2014-07,853400,1574
2014-07,901320,40537
2014-07,940159,408
2014-07,960622,8564
2014-07,999802,71737
2014-08,30232,49194
2014-08,30234,81024
2014-08,30239,124181
2014-08,30247,31317
2014-08,30289,97078
2014-08,30390,106355
2014-08,30454,1047
2014-08,30484,104809
2014-08,30571,41900
2014-08,30572,13134
2014-08,30611,230584
2014-08,50790,62761
2014-08,51199,30971
2014-08,60319,3922
2014-08,80132,2057038
2014-08,80390,192192
2014-08,80450,296455
2014-08,80711,250670
2014-08,80719,2033682
2014-08,80720,602909
2014-08,81190,93767
2014-08,170410,74996
2014-08,170490,467450
2014-08,200819,164958
2014-08,250100,1100226
2014-08,250620,24358
2014-08,251612,173363
2014-08,252510,19476
2014-08,261100,682620
2014-08,284440,400
2014-08,392190,945605
2014-08,392330,47901
2014-08,420229,34
2014-08,520419,1804
2014-08,520420,1021
2014-08,520832,79044
2014-08,520852,112598
2014-08,520859,1752
2014-08,520912,43313
2014-08,520922,1492865
2014-08,520929,441831
2014-08,520932,395905
2014-08,520939,179345
2014-08,520942,173415
2014-08,520952,42474
2014-08,520959,1463
2014-08,521120,49436
2014-08,521139,9630
2014-08,521152,287
2014-08,521159,862
2014-08,540233,2410
2014-08,550810,601
2014-08,610463,784
2014-08,610620,30
2014-08,611212,255
2014-08,611430,104
2014-08,621111,69
2014-08,621112,2623
2014-08,621210,165
2014-08,680293,249517
2014-08,710310,59735
2014-08,710813,209605
2014-08,740400,255495
2014-08,760200,102909
2014-08,880529,1327
2014-08,940320,614
2014-08,940360,1315
2014-08,999802,1948
2014-09,30232,37560
2014-09,30234,60721
2014-09,30239,64189
2014-09,30247,27223
2014-09,30289,93049
2014-09,30342,1667
2014-09,30344,13696
2014-09,30357,94693
2014-09,30390,270348
2014-09,30484,113958
2014-09,30611,500638
2014-09,50790,167609
2014-09,51199,53978
2014-09,60319,4845
2014-09,80132,1529260
2014-09,80390,288288
2014-09,80450,519120
2014-09,80711,1533697
2014-09,80719,8097078
2014-09,80720,936518
2014-09,81190,96
2014-09,130219,198084
2014-09,151590,21750
2014-09,152110,170916
2014-09,170410,114759
2014-09,170490,727368
2014-09,200819,175715
2014-09,250100,3113653
2014-09,250620,10694
2014-09,250700,4460
2014-09,251511,35651
2014-09,251612,863557
2014-09,252510,14160
2014-09,261100,1179510
2014-09,392190,1463364
2014-09,520419,29
2014-09,520420,56
2014-09,520832,82329
2014-09,520852,117219
2014-09,520912,10963
2014-09,520922,934636
2014-09,520929,68789
2014-09,520932,328298
2014-09,520939,303566
2014-09,520942,146457
2014-09,520952,40943
2014-09,521120,133448
2014-09,521132,1477
2014-09,521139,40782
2014-09,521152,1938
2014-09,521159,590
2014-09,521224,5818
2014-09,540233,2234
2014-09,550810,467
2014-09,551321,13275
2014-09,551341,106580
2014-09,680100,7922
2014-09,680293,176343
2014-09,710310,287912
2014-09,740400,330340
2014-09,760200,34053
2014-09,960621,3998
2014-09,999802,106954
2014-10,30232,83341
2014-10,30234,231333
2014-10,30239,168946
2014-10,30247,12342
2014-10,30289,121812
2014-10,30389,89821
2014-10,30390,70596
2014-10,30571,36750
2014-10,30572,14443
2014-10,30611,289302
2014-10,50790,159193
2014-10,51199,147920
2014-10,60319,7276
2014-10,80132,1173600
2014-10,80390,274560
2014-10,80450,1299533
2014-10,80711,2221275
2014-10,80719,12704967
2014-10,80720,819052
2014-10,81190,39334
2014-10,130219,66948
2014-10,170410,244015
2014-10,170490,772851
2014-10,180690,625
2014-10,200819,98279
2014-10,250100,411531
2014-10,251612,443128
2014-10,252510,9212
2014-10,261100,292390
2014-10,392190,1668465
2014-10,392390,31618
2014-10,520419,47
2014-10,520420,130
2014-10,520832,94253
2014-10,520852,131220
2014-10,520912,60299
2014-10,520922,1176939
2014-10,520929,251032
2014-10,520932,145978
2014-10,520939,10557
2014-10,520942,296619
2014-10,520952,66802
2014-10,520959,8569
2014-10,521120,24172
2014-10,521132,1843
2014-10,521139,16474
2014-10,521142,340
2014-10,521152,10439
2014-10,521159,945
2014-10,540233,2424
2014-10,550810,1071
2014-10,551321,90710
2014-10,551341,96782
2014-10,630419,1375
2014-10,630690,12968
2014-10,680293,213426
2014-10,710813,195322
2014-10,732690,20870
2014-10,960621,3492
2014-10,960622,2330
2014-10,999802,52107
2014-11,30232,46505
2014-11,30234,160266
2014-11,30239,173378
2014-11,30244,2363
2014-11,30247,106174
2014-11,30289,186101
2014-11,30341,1475
2014-11,30342,3005
2014-11,30344,14888
2014-11,30357,85407
2014-11,30390,135408
2014-11,30572,9322
2014-11,30611,252000
2014-11,50790,99992
2014-11,51199,721143
2014-11,60319,9310
2014-11,70993,22275
2014-11,80119,196
2014-11,80132,800639
2014-11,80390,13728
2014-11,80450,1521964
2014-11,80711,1848994
2014-11,80719,12126468
2014-11,80720,836018
2014-11,152110,165345
2014-11,170410,44545
2014-11,170490,948527
2014-11,200819,350641
2014-11,250100,2848209
2014-11,251611,13769
2014-11,251612,46209
2014-11,252510,18328
2014-11,260300,38900
2014-11,261100,893650
2014-11,390530,12052
2014-11,391590,11395
2014-11,392190,1244784
2014-11,392330,4444
2014-11,520420,970
2014-11,520832,170124
2014-11,520852,236859
2014-11,520859,2642
2014-11,520912,17671
2014-11,520922,990128
2014-11,520929,119446
2014-11,520932,165878
2014-11,520939,112981
2014-11,520942,225984
2014-11,520952,23972
2014-11,520959,2784
2014-11,521120,207819
2014-11,521139,61182
2014-11,521159,3174
2014-11,540233,3022
2014-11,550810,132
2014-11,551341,176186
2014-11,611430,387
2014-11,630419,495
2014-11,630690,1368
2014-11,680293,97765
2014-11,720410,15914
2014-11,732690,177292
2014-11,760200,177458
2014-11,842911,915
2014-11,844540,44980
2014-11,844590,20878
2014-11,999802,35999
2014-12,30232,56444
2014-12,30234,282670
2014-12,30239,200062
2014-12,30247,122692
2014-12,30289,201103
2014-12,30341,1475
2014-12,30342,3005
2014-12,30344,14888
2014-12,30357,85407
2014-12,30389,66874
2014-12,30484,166016
2014-12,30571,43389
2014-12,30611,954064
2014-12,40900,77520
2014-12,50790,180455
2014-12,51199,688709
2014-12,60319,16168
2014-12,80132,975588
2014-12,80430,2666
2014-12,80450,604789
2014-12,80711,1834707
2014-12,80719,9880337
2014-12,80720,806629
2014-12,170114,975959
2014-12,170199,336555
2014-12,170410,56738
2014-12,170490,496929
2014-12,200819,231580
2014-12,250100,2937899
2014-12,250620,7280
2014-12,251612,923991
2014-12,252510,9054
2014-12,261100,665000
2014-12,340212,129637
2014-12,392190,1147160
2014-12,392330,34067
2014-12,392390,43170
2014-12,520420,154
2014-12,520822,2895
2014-12,520849,2543
2014-12,520859,3953
2014-12,520922,1330922
2014-12,520929,111131
2014-12,520932,157585
2014-12,520939,139876
2014-12,520942,278944
2014-12,520952,9909
2014-12,521120,4205
2014-12,521139,59060
2014-12,521159,1412
2014-12,540233,657
2014-12,550810,278
2014-12,630231,17825
2014-12,630690,18525
2014-12,710310,4747
2014-12,710813,150299
2014-12,711790,3170
2014-12,720410,15914
2014-12,960621,769
2014-12,999802,48110
2015-01,30232,77099
2015-01,30234,255916
2015-01,30239,207372
2015-01,30247,166714
2015-01,30289,137224
2015-01,30341,586
2015-01,30344,8774
2015-01,30357,108376
2015-01,30572,6515
2015-01,50790,70965
2015-01,51199,62373
2015-01,60319,4259
2015-01,80119,223
2015-01,80132,596458
2015-01,80711,1743081
2015-01,80719,8555410
2015-01,80720,570251
2015-01,81190,46396
2015-01,130219,45704
2015-01,170490,710303
2015-01,190110,20615
2015-01,190410,864
2015-01,200819,58065
2015-01,200989,1872
2015-01,250100,2538069
2015-01,251612,180042
2015-01,261100,538800
2015-01,392190,346914
2015-01,392390,50171
2015-01,520420,2316
2015-01,520859,498
2015-01,520912,64707
2015-01,520922,704673
2015-01,520929,110533
2015-01,520932,147825
2015-01,520939,224050
2015-01,520942,159680
2015-01,520952,35147
2015-01,521120,5974
2015-01,521139,11151
2015-01,521152,1461
2015-01,521224,3012
2015-01,540233,1495
2015-01,550810,533
2015-01,551341,77112
2015-01,580710,4510
2015-01,600622,20858
2015-01,600632,9648
2015-01,600642,42379
2015-01,630231,6045
2015-01,630690,29925
2015-01,680293,150493
2015-01,710399,91283
2015-01,711790,2701
2015-01,732690,3588
2015-01,760200,200331
2015-01,842832,22553
2015-01,842839,31015
2015-01,843710,79621
2015-01,960621,1568
2015-02,30232,126184
2015-02,30234,471327
2015-02,30239,247718
2015-02,30244,6703
2015-02,30247,99519
2015-02,30289,105367
2015-02,30484,109641
2015-02,30572,9497
2015-02,30611,605775
2015-02,50790,89082
2015-02,51199,512712
2015-02,60319,5791
2015-02,80132,1600629
2015-02,80390,147852
2015-02,80450,605223
2015-02,80711,438784
2015-02,80719,4434083
2015-02,80720,651598
2015-02,130219,55918
2015-02,151590,11000
2015-02,170199,219737
2015-02,170490,608965
2015-02,200819,147932
2015-02,250100,875571
2015-02,250620,6414
2015-02,251612,51968
2015-02,252510,47194
2015-02,261100,216000
2015-02,392190,892714
2015-02,392330,33184
2015-02,520420,3743
2015-02,520912,10518
2015-02,520922,1287056
2015-02,520929,224103
2015-02,520932,87811
2015-02,520939,117172
2015-02,520942,424713
2015-02,520952,3213
2015-02,521120,76381
2015-02,521139,37211
2015-02,521159,2337
2015-02,540233,1816
2015-02,550810,206
2015-02,710813,229223
2015-02,760200,201362
2015-02,841919,5711
2015-02,842839,13905
2015-02,843710,6497
2015-02,960621,994
2015-02,999802,92792
2015-03,30232,180371
2015-03,30234,562577
2015-03,30239,519317
2015-03,30247,101204
2015-03,30289,225188
2015-03,30344,6186
2015-03,30357,130123
2015-03,30390,395310
2015-03,30571,41064
2015-03,30617,114152
2015-03,50790,58418
2015-03,51199,1159569
2015-03,60319,5212
2015-03,70960,9566
2015-03,70999,19717
2015-03,80132,881689
2015-03,80390,163530
2015-03,80450,698771
2015-03,80711,81363
2015-03,80719,2696162
2015-03,80720,809831
2015-03,81190,48057
2015-03,170410,6351
2015-03,170490,1076591
2015-03,200819,202265
2015-03,250100,970687
2015-03,251511,9685
2015-03,251612,464331
2015-03,252510,47215
2015-03,261100,308000
2015-03,391590,16032
2015-03,392190,718750
2015-03,392390,53812
2015-03,520420,2273
2015-03,520849,1284
2015-03,520859,16602
2015-03,520912,11134
2015-03,520922,1708035
2015-03,520929,172049
2015-03,520932,314221
2015-03,520939,27092
2015-03,520942,638898
2015-03,520952,35851
2015-03,520959,157
2015-03,521120,10468
2015-03,521132,1168
2015-03,521139,9550
2015-03,521152,2289
2015-03,521159,3541
2015-03,540233,3235
2015-03,550810,695
2015-03,630419,1375
2015-03,630690,15675
2015-03,680293,301173
2015-03,740400,155658
2015-03,760200,98138
2015-03,842839,33737
2015-03,845129,52000
2015-04,30232,202490
2015-04,30234,316646
2015-04,30239,687273
2015-04,30247,139827
2015-04,30289,178818
2015-04,30389,106899
2015-04,30390,136920
2015-04,30484,118628
2015-04,30572,13440
2015-04,50790,25936
2015-04,51199,598872
2015-04,60319,7634
2015-04,70960,3289
2015-04,70999,30362
2015-04,80132,1403441
2015-04,80390,133170
2015-04,80450,475912
2015-04,80711,3269
2015-04,80719,1013210
2015-04,80720,849472
2015-04,81190,57281
2015-04,151590,5215
2015-04,170410,91043
2015-04,170490,1440225
2015-04,200819,273575
2015-04,230910,22088
2015-04,250100,2795782
2015-04,251612,872540
2015-04,252510,46863
2015-04,261100,555200
2015-04,392190,1146482
2015-04,392390,34814
2015-04,520420,51
2015-04,520822,5190
2015-04,520849,15499
2015-04,520859,20712
2015-04,520922,835015
2015-04,520929,254527
2015-04,520932,444603
2015-04,520939,83425
2015-04,520942,1131378
2015-04,520952,15452
2015-04,520959,5249
2015-04,521120,19795
2015-04,521139,11879
2015-04,521159,640
2015-04,540233,2476
2015-04,550810,300
2015-04,610463,2164
2015-04,610990,238
2015-04,611231,563
2015-04,611241,1289
2015-04,621210,2100
2015-04,680293,82457
2015-04,701090,1361
2015-04,710813,1151860
2015-04,740400,269456
2015-04,760200,71370
2015-04,901580,3485
2015-04,940169,17204
2015-04,940171,3308
2015-04,940330,364
2015-04,999802,77402
2015-05,30232,287922
2015-05,30234,376241
2015-05,30239,571015
2015-05,30247,76355
2015-05,30289,136412
2015-05,30390,528989
2015-05,30484,84345
2015-05,30572,1740
2015-05,51199,534135
2015-05,60319,3697
2015-05,70960,1436
2015-05,70999,84247
2015-05,80119,431
2015-05,80132,1300880
2015-05,80390,86101
2015-05,80711,2262
2015-05,80719,20523
2015-05,80720,930267
2015-05,81190,132142
2015-05,170410,35912
2015-05,170490,999792
2015-05,180690,788
2015-05,200819,113478
2015-05,250100,1321540
2015-05,251511,17307
2015-05,251612,300513
2015-05,252510,27604
2015-05,391590,42256
2015-05,392190,1079041
2015-05,392330,33184
2015-05,400921,9
2015-05,520420,92445
2015-05,520849,3714
2015-05,520859,10178
2015-05,520912,23210
2015-05,520922,1040306
2015-05,520929,142234
2015-05,520932,463982
2015-05,520939,365414
2015-05,520942,856042
2015-05,520949,1274
2015-05,520952,56287
2015-05,521120,21505
2015-05,521139,13063
2015-05,521142,63853
2015-05,521152,3825
2015-05,521159,5008
2015-05,540233,8683
2015-05,550810,315
2015-05,610463,7738
2015-05,611241,14599
2015-05,621210,17475
2015-05,680293,278413
2015-05,731815,11
2015-05,740400,424389
2015-05,760200,110640
2015-05,841290,358
2015-05,848330,292
2015-05,851762,5285
2015-05,852550,1338
2015-06,30232,145154
2015-06,30234,127867
2015-06,30239,288580
2015-06,30247,237167
2015-06,30289,78589
2015-06,30390,808700
2015-06,30484,117070
2015-06,30572,11964
2015-06,30611,1099360
2015-06,51199,589455
2015-06,60319,2509
2015-06,70999,48300
2015-06,80132,2085956
2015-06,80390,149880
2015-06,80711,1053
2015-06,80719,13552
2015-06,80720,993157
2015-06,81190,97242
2015-06,110630,38787
2015-06,151590,22710
2015-06,170490,818768
2015-06,190110,16199
2015-06,190410,841
2015-06,200819,635138
2015-06,200989,1318
2015-06,230910,12000
2015-06,250100,3430837
2015-06,250620,15447
2015-06,251612,5984
2015-06,252510,47066
2015-06,261100,192150
2015-06,271019,44339825
2015-06,392190,820732
2015-06,520420,1198
2015-06,520832,57356
2015-06,520849,2732
2015-06,520852,84583
2015-06,520859,10856
2015-06,520912,17525
2015-06,520922,850202
2015-06,520929,130526
2015-06,520932,151177
2015-06,520939,63436
2015-06,520942,397634
2015-06,520949,6314
2015-06,520952,25968
2015-06,520959,7815
2015-06,521120,35222
2015-06,521139,13989
2015-06,521142,237988
2015-06,521149,243
2015-06,521152,379
2015-06,521159,3365
2015-06,540233,2433
2015-06,550810,1020
2015-06,600622,89723
2015-06,600632,144661
2015-06,600642,21838
2015-06,610463,11390
2015-06,610610,90
2015-06,610910,115
2015-06,611211,33
2015-06,611241,15754
2015-06,621210,2834
2015-06,680293,57314
2015-06,691090,880
2015-06,740400,173622
2015-06,960621,1033
2015-06,999802,59238
2015-07,30232,169184
2015-07,30234,180749
2015-07,30239,304148
2015-07,30247,314840
2015-07,30289,100314
2015-07,30341,1379
2015-07,30342,2442
2015-07,30344,8159
2015-07,30357,177131
2015-07,30389,92955
2015-07,30390,196800
2015-07,30571,40808
2015-07,30572,8299
2015-07,30611,1661575
2015-07,51199,209027
2015-07,60319,2668
2015-07,80132,1368775
2015-07,80390,289440
2015-07,80450,262741
2015-07,80711,702
2015-07,80719,14770
2015-07,80720,1112897
2015-07,81190,52141
2015-07,170410,32535
2015-07,170490,496008
2015-07,200819,220994
2015-07,230910,64834
2015-07,250100,1358332
2015-07,251612,750599
2015-07,252510,47040
2015-07,261100,399760
2015-07,392190,867816
2015-07,392330,67029
2015-07,520420,625
2015-07,520822,3514
2015-07,520832,61942
2015-07,520849,5438
2015-07,520852,88463
2015-07,520859,17937
2015-07,520922,1021830
2015-07,520929,142032
2015-07,520932,586336
2015-07,520939,109289
2015-07,520942,535184
2015-07,520952,55868
2015-07,521120,218688
2015-07,521139,1885
2015-07,521152,2325
2015-07,540233,11301
2015-07,550810,591
2015-07,610463,119
2015-07,611241,428
2015-07,621210,760
2015-07,680293,161318
2015-07,732393,6529
2015-07,847330,7146
2015-07,960621,1945
2015-08,30232,71974
2015-08,30234,221734
2015-08,30239,322415
2015-08,30247,153415
2015-08,30289,77516
2015-08,30332,4260
2015-08,30357,53723
2015-08,30390,123352
2015-08,30484,127942
2015-08,30611,536823
2015-08,50790,89692
2015-08,60319,2280
2015-08,80132,1670083
2015-08,80390,291840
2015-08,80450,517217
2015-08,80711,557352
2015-08,80719,2391766
2015-08,80720,891520
2015-08,81190,96841
2015-08,110630,38787
2015-08,110812,1036
2015-08,151590,24435
2015-08,170410,39451
2015-08,170490,440439
2015-08,190110,12706
2015-08,200819,288450
2015-08,230910,525146
2015-08,250100,1875940
2015-08,250620,6750
2015-08,251612,230868
2015-08,252910,136
2015-08,261100,358238
2015-08,271019,3202258
2015-08,392190,959203
2015-08,392321,2861
2015-08,520419,897
2015-08,520420,298
2015-08,520832,83543
2015-08,520849,5103
2015-08,520852,119677
2015-08,520859,34628
2015-08,520912,7957
2015-08,520922,1778958
2015-08,520929,73379
2015-08,520932,521026
2015-08,520939,66890
2015-08,520942,691573
2015-08,520949,4629
2015-08,520952,32192
2015-08,521120,13079
2015-08,521139,35583
2015-08,521149,266797
2015-08,521159,3726
2015-08,540233,993
2015-08,550810,542
2015-08,551341,77112
2015-08,610290,569
2015-08,680293,122988
2015-08,720421,28806
2015-08,720690,107179
2015-08,740400,422138
2015-08,960621,290
2015-08,960720,5502
2015-08,999802,25983
2015-09,30232,50394
2015-09,30234,379919
2015-09,30239,221909
2015-09,30247,164625
2015-09,30289,141596
2015-09,30342,3793
2015-09,30344,20853
2015-09,30357,112040
2015-09,30389,9290
2015-09,30390,50343
2015-09,30484,95931
2015-09,30572,13222
2015-09,30611,674801
2015-09,50790,94301
2015-09,51199,75455
2015-09,60319,2979
2015-09,80132,1570847
2015-09,80390,336060
2015-09,80450,1397088
2015-09,80711,2556208
2015-09,80719,8573001
2015-09,80720,922645
2015-09,81190,25314
2015-09,151590,6646
2015-09,170410,36065
2015-09,170490,316892
2015-09,180690,5360
2015-09,200819,222237
2015-09,230910,68823
2015-09,250100,447
2015-09,250620,6750
2015-09,251612,522841
2015-09,261100,119405
2015-09,271019,4904197
2015-09,391590,6232
2015-09,392190,538101
2015-09,392390,54849
2015-09,410411,122044
2015-09,520419,23
2015-09,520420,288
2015-09,520832,83543
2015-09,520849,3031
2015-09,520852,119677
2015-09,520859,9973
2015-09,520922,729168
2015-09,520929,119016
2015-09,520932,428842
2015-09,520939,38427
2015-09,520942,1049732
2015-09,520949,46544
2015-09,520952,45020
2015-09,521120,22254
2015-09,521139,4319
2015-09,521149,237625
2015-09,521152,779
2015-09,521159,13534
2015-09,540233,5896
2015-09,550810,1743
2015-09,680293,118779
2015-09,711790,506
2015-09,720449,10771
2015-09,732393,9838
2015-09,740400,834761
2015-09,760200,22246
2015-09,870333,35908
2015-09,960621,1460
2015-09,999802,26315
2015-10,30232,65197
2015-10,30234,442829
2015-10,30239,262943
2015-10,30247,120694
2015-10,30289,117658
2015-10,30389,33174
2015-10,30390,123819
2015-10,30484,94744
2015-10,30571,32573
2015-10,30611,1127215
2015-10,50790,76828
2015-10,51199,566694
2015-10,60319,6883
2015-10,80132,828247
2015-10,80390,414390
2015-10,80450,1164240
2015-10,80711,2982040
2015-10,80719,13771071
2015-10,80720,980254
2015-10,81190,93383
2015-10,170410,39821
2015-10,170490,587004
2015-10,200819,242141
2015-10,230910,110749
2015-10,250100,3544111
2015-10,251611,16806
2015-10,251612,767496
2015-10,252510,34628
2015-10,252910,1700
2015-10,261100,296890
2015-10,271019,13542971
2015-10,392119,1936
2015-10,392190,950522
2015-10,392390,53918
2015-10,410411,200449
2015-10,520420,364
2015-10,520832,13198
2015-10,520849,855
2015-10,520859,14908
2015-10,520912,132990
2015-10,520922,1046682
2015-10,520929,105351
2015-10,520932,500743
2015-10,520939,102124
2015-10,520942,635966
2015-10,520949,2970
2015-10,520952,19425
2015-10,521120,176146
2015-10,521139,50099
2015-10,521142,5533
2015-10,521149,25173
2015-10,521159,431
2015-10,540233,7465
2015-10,550810,1031
2015-10,611241,451
2015-10,630419,1140
2015-10,630690,708
2015-10,650500,1220
2015-10,680293,140927
2015-10,710399,9740
2015-10,711790,597
2015-10,720421,24663
2015-10,732393,2861
2015-10,740400,397505
2015-10,760200,115785
2015-10,848220,111
2015-10,870333,36500
2015-10,960622,2765
2015-11,30232,76255
2015-11,30234,289102
2015-11,30239,456365
2015-11,30247,165091
2015-11,30289,155948
2015-11,30290,300
2015-11,30342,2946
2015-11,30344,12684
2015-11,30357,84279
2015-11,30390,111852
2015-11,30572,13303
2015-11,30611,241140
2015-11,50790,98164
2015-11,51199,24024
2015-11,60319,4092
2015-11,80132,1847545
2015-11,80390,234090
2015-11,80450,1029839
2015-11,80711,2002127
2015-11,80719,11422728
2015-11,80720,985029
2015-11,81190,47409
2015-11,151590,5100
2015-11,170199,901541
2015-11,170410,27675
2015-11,170490,481550
2015-11,200819,492261
2015-11,230910,392677
2015-11,250100,4594651
2015-11,251612,279257
2015-11,252510,46860
2015-11,261100,126000
2015-11,391590,32497
2015-11,392190,838711
2015-11,520832,6615
2015-11,520849,9382
2015-11,520859,19957
2015-11,520912,27802
2015-11,520922,869470
2015-11,520929,137191
2015-11,520932,233023
2015-11,520939,53017
2015-11,520942,196028
2015-11,520949,21540
2015-11,520952,16216
2015-11,521120,119596
2015-11,521139,2664
2015-11,521149,14756
2015-11,521152,474
2015-11,521159,1350
2015-11,540233,2088
2015-11,550810,2582
2015-11,610463,2665
2015-11,621290,535
2015-11,680293,140613
2015-11,701810,60
2015-11,740400,163223
2015-11,870333,36500
2015-11,960622,268
2015-12,30232,242588
2015-12,30234,721277
2015-12,30239,566092
2015-12,30247,378996
2015-12,30289,160184
2015-12,30389,139882
2015-12,30484,112347
2015-12,30571,33803
2015-12,30611,894602
2015-12,50790,115093
2015-12,51199,76637
2015-12,60319,14799
2015-12,80119,1296
2015-12,80132,2168451
2015-12,80390,206550
2015-12,80450,860307
2015-12,80711,2069918
2015-12,80719,10298510
2015-12,80720,952557
2015-12,81190,36640
2015-12,151590,21600
2015-12,170199,734551
2015-12,170410,34809
2015-12,170490,487629
2015-12,200819,157510
2015-12,230910,69667
2015-12,250100,1764360
2015-12,251612,31914
2015-12,252510,62480
2015-12,261100,273000
2015-12,284440,400
2015-12,392190,385689
2015-12,392330,33514
2015-12,392390,60348
2015-12,520420,2891
2015-12,520843,189
2015-12,520849,1952
2015-12,520852,2530
2015-12,520859,12526
2015-12,520912,41837
2015-12,520922,766941
2015-12,520929,122862
2015-12,520932,339511
2015-12,520939,101828
2015-12,520942,610313
2015-12,520949,20540
2015-12,520952,21423
2015-12,520959,785
2015-12,521120,55060
2015-12,521139,69907
2015-12,521149,18124
2015-12,521152,360
2015-12,521159,2529
2015-12,540233,1692
2015-12,550810,385
2015-12,680223,18407
2015-12,680293,269518
2015-12,710310,2127
2015-12,711790,1004
2015-12,740400,949557
2015-12,760200,185647
2015-12,841191,12885
2015-12,844630,974520
2015-12,880529,976
2015-12,999802,80466
2016-01,30232,120960
2016-01,30234,349405
2016-01,30239,466048
2016-01,30247,265638
2016-01,30289,94593
2016-01,30390,111797
2016-01,50790,45322
2016-01,60319,3772
2016-01,70999,32307
2016-01,80132,1683567
2016-01,80390,256680
2016-01,80450,197630
2016-01,80711,1491645
2016-01,80719,6359308
2016-01,80720,919133
2016-01,81190,65240
2016-01,130219,63864
2016-01,151590,690
2016-01,170114,1105812
2016-01,170199,643503
2016-01,170490,187607
2016-01,200819,375437
2016-01,250100,3300711
2016-01,251612,346731
2016-01,252510,47086
2016-01,261100,201875
2016-01,392190,480305
2016-01,392330,33514
2016-01,520419,282
2016-01,520420,741
2016-01,520859,1032
2016-01,520912,32322
2016-01,520922,82367
2016-01,520929,65264
2016-01,520932,109144
2016-01,520939,61007
2016-01,520942,587008
2016-01,520949,31915
2016-01,520952,16783
2016-01,521120,447
2016-01,521139,5856
2016-01,521143,96
2016-01,521149,6893
2016-01,540233,2533
2016-01,550810,867
2016-01,680293,442643
2016-01,710310,368083
2016-01,740400,403597
2016-01,760200,163276
2016-01,853690,796
2016-02,30232,116329
2016-02,30234,504567
2016-02,30239,365334
2016-02,30244,638
2016-02,30247,197408
2016-02,30289,134234
2016-02,30357,166713
2016-02,30389,46327
2016-02,30484,100093
2016-02,30617,243578
2016-02,40610,13073
2016-02,50790,119414
2016-02,51199,1127594
2016-02,60319,3740
2016-02,70999,51303
2016-02,80119,285
2016-02,80132,1759208
2016-02,80390,212482
2016-02,80450,566116
2016-02,80711,328591
2016-02,80719,3392243
2016-02,80720,945338
2016-02,81190,73483
2016-02,130219,237683
2016-02,151590,5100
2016-02,170410,9691
2016-02,170490,764282
2016-02,180690,692
2016-02,200819,58740
2016-02,250100,3933559
2016-02,251612,216132
2016-02,252510,89500
2016-02,391590,41511
2016-02,392190,534293
2016-02,420222,2364
2016-02,520420,2953
2016-02,520822,176
2016-02,520832,83543
2016-02,520849,5515
2016-02,520852,119677
2016-02,520859,3727
2016-02,520912,55173
2016-02,520922,861660
2016-02,520929,443541
2016-02,520932,126808
2016-02,520939,127257
2016-02,520942,131843
2016-02,520949,20600
2016-02,520952,38163
2016-02,521120,21391
2016-02,521139,688
2016-02,521149,111495
2016-02,521152,19386
2016-02,540233,13301
2016-02,550810,1143
2016-02,551341,77112
2016-02,551611,426
2016-02,551621,10211
2016-02,551641,235
2016-02,640399,4667
2016-02,640420,928
2016-02,650500,681
2016-02,680293,235493
2016-02,710310,99975
2016-02,710399,26305
2016-02,732690,7945
2016-02,740400,257013
2016-02,760200,341743
2016-02,845150,40000
2016-02,847989,10161
2016-02,870333,46600
2016-02,960621,3131
2016-02,999802,41097
2016-03,30232,208364
2016-03,30234,732345
2016-03,30239,501970
2016-03,30244,472
2016-03,30247,236119
2016-03,30289,120432
2016-03,30342,358
2016-03,30344,5974
2016-03,30357,184987
2016-03,30381,785
2016-03,30389,64260
2016-03,30390,101385
2016-03,30571,31031
2016-03,30611,9947
2016-03,30617,142376
2016-03,50790,149859
2016-03,51199,79531
2016-03,60319,1697
2016-03,70999,97846
2016-03,80132,1996724
2016-03,80390,216810
2016-03,80420,425
2016-03,80450,377649
2016-03,80711,96104
2016-03,80719,1941044
2016-03,80720,1025754
2016-03,130219,62322
2016-03,151590,37915
2016-03,170410,8000
2016-03,170490,788016
2016-03,200819,270347
2016-03,200899,20
2016-03,230910,936986
2016-03,250100,2061011
2016-03,251612,841900
2016-03,252510,165502
2016-03,261100,263400
2016-03,392190,531881
2016-03,490110,2717
2016-03,520420,2762
2016-03,520832,83543
2016-03,520843,1517
2016-03,520849,25598
2016-03,520852,119677
2016-03,520859,52105
2016-03,520912,47904
2016-03,520922,1013935
2016-03,520929,345923
2016-03,520932,336323
2016-03,520939,48300
2016-03,520942,444810
2016-03,520949,23942
2016-03,520952,46200
2016-03,521120,56096
2016-03,521139,1991
2016-03,521149,213833
2016-03,521159,9021
2016-03,540233,4034
2016-03,550810,1294
2016-03,551341,46267
2016-03,680293,480611
2016-03,740400,323580
2016-03,760200,187300
2016-03,844590,53283
2016-03,999802,92348
2016-04,30232,229382
2016-04,30234,454059
2016-04,30239,355577
2016-04,30244,1680
2016-04,30247,227079
2016-04,30289,168493
2016-04,30389,40135
2016-04,30484,201697
2016-04,30617,766196
2016-04,60319,3207
2016-04,70999,154697
2016-04,80132,2701124
2016-04,80390,278640
2016-04,80420,2365
2016-04,80440,1730
2016-04,80450,503582
2016-04,80711,23365
