Data,Código SH6,Valor US$ FOB Mensal
1997-01,30269,3395
1997-01,30611,600068
1997-01,51199,5220
1997-01,80132,1773030
1997-01,80300,62229
1997-01,80450,407700
1997-01,80711,2000
1997-01,80719,2588579
1997-01,152110,354955
1997-01,170199,3982000
1997-01,170410,93303
1997-01,170490,294265
1997-01,200819,4000
1997-01,200980,43990
1997-01,250100,446394
1997-01,251612,15649
1997-01,291619,1828
1997-01,340520,125
1997-01,410429,881255
1997-01,520922,57952
1997-01,520932,192317
1997-01,560721,126500
1997-01,610910,14098
1997-01,630533,308
1997-01,640199,7072
1997-01,711620,6484
1997-01,960621,20552
1997-01,960622,13190
1997-02,30269,4589
1997-02,50690,33129
1997-02,50790,154690
1997-02,51199,3390
1997-02,80132,1923375
1997-02,80300,57199
1997-02,80450,224695
1997-02,80711,58550
1997-02,80719,3126575
1997-02,152110,207805
1997-02,170410,125568
1997-02,170490,332316
1997-02,200819,11249
1997-02,200980,68766
1997-02,250100,835187
1997-02,300390,16128
1997-02,410429,1366273
1997-02,520922,59469
1997-02,520932,473855
1997-02,560721,175260
1997-02,610910,3595
1997-02,960621,4937
1997-02,960622,6600
1997-02,960629,226
1997-03,30269,7566
1997-03,51199,5360
1997-03,80132,981355
1997-03,80300,57733
1997-03,80450,54403
1997-03,80711,7776
1997-03,80719,1693235
1997-03,130219,191731
1997-03,152110,267397
1997-03,170410,129705
1997-03,170490,164110
1997-03,200980,234700
1997-03,250100,1916
1997-03,261590,76096
1997-03,392620,111
1997-03,410429,1019938
1997-03,410431,61717
1997-03,520932,328618
1997-03,610910,15393
1997-03,640199,2208
1997-03,960621,8124
1997-03,960622,2995
1997-03,960629,1991
1997-04,30269,106996
1997-04,30379,82975
1997-04,50790,59478
1997-04,80132,1816000
1997-04,80300,157837
1997-04,80450,65921
1997-04,80719,1035131
1997-04,152110,72090
1997-04,170199,447000
1997-04,170410,275298
1997-04,170490,454714
1997-04,200980,137750
1997-04,250100,154869
1997-04,410429,983533
1997-04,410431,16250
1997-04,410900,22013
1997-04,520523,72132
1997-04,520922,43398
1997-04,520932,420461
1997-04,560721,135140
1997-04,560729,22500
1997-04,560890,540
1997-04,610910,6113
1997-04,640199,15140
1997-04,960621,21723
1997-04,960622,8345
1997-05,30269,149810
1997-05,50790,5207
1997-05,51199,7157
1997-05,80132,1665378
1997-05,80300,341739
1997-05,80450,9705
1997-05,80719,223560
1997-05,152110,208060
1997-05,170410,153686
1997-05,170490,499085
1997-05,180690,2508
1997-05,200980,103514
1997-05,250100,425804
1997-05,261590,351401
1997-05,291619,27075
1997-05,410429,1157579
1997-05,410619,46267
1997-05,520932,49635
1997-05,521215,29578
1997-05,551323,14
1997-05,551341,66653
1997-05,560721,21980
1997-05,610910,8540
1997-05,630533,580
1997-05,640199,8959
1997-05,960621,34508
1997-06,30269,160826
1997-06,30379,118550
1997-06,30611,1206514
1997-06,50790,17588
1997-06,51199,7247
1997-06,80132,905617
1997-06,80300,415468
1997-06,80610,6660
1997-06,80719,84161
1997-06,152110,37037
1997-06,170410,353821
1997-06,170490,1073689
1997-06,180690,9904
1997-06,200819,29600
1997-06,200980,125786
1997-06,250100,973
1997-06,410110,14485
1997-06,410429,582505
1997-06,520922,85651
1997-06,520932,145119
1997-06,551321,47622
1997-06,560721,526286
1997-06,610910,18201
1997-06,640199,7827
1997-06,711620,19466
1997-06,711790,775
1997-06,960621,7053
1997-06,960622,9590
1997-06,999802,11931
1997-07,30269,168829
1997-07,30611,302492
1997-07,50790,7760
1997-07,80132,561313
1997-07,80300,11466
1997-07,80450,11520
1997-07,80719,107873
1997-07,130219,176946
1997-07,152110,157298
1997-07,170410,144254
1997-07,170490,806367
1997-07,180690,29141
1997-07,200819,34669
1997-07,200980,208065
1997-07,250100,410035
1997-07,410429,895941
1997-07,520513,46427
1997-07,520932,207646
1997-07,560721,106260
1997-07,610910,172741
1997-07,620520,10065
1997-07,620630,884
1997-07,621112,1035
1997-07,640199,1445
1997-07,640411,7283
1997-07,960621,11323
1997-07,960629,3555
1997-08,30269,256019
1997-08,30379,41050
1997-08,30611,424996
1997-08,50790,11528
1997-08,80132,864999
1997-08,80300,6600
1997-08,80711,1680
1997-08,80719,144129
1997-08,152110,48501
1997-08,170410,184651
1997-08,170490,641396
1997-08,200819,22431
1997-08,200980,59023
1997-08,250100,396000
1997-08,300390,14200
1997-08,410429,605553
1997-08,410431,4785
1997-08,520513,28522
1997-08,520932,357047
1997-08,560721,258880
1997-08,610910,6538
1997-08,620520,3100
1997-08,640199,2974
1997-08,940180,12000
1997-08,960621,12737
1997-08,960629,4456
1997-09,30269,168090
1997-09,30611,287900
1997-09,51199,10386
1997-09,80132,1432514
1997-09,80300,35502
1997-09,80719,1861488
1997-09,170410,143510
1997-09,170490,518171
1997-09,180690,24670
1997-09,200819,30754
1997-09,200980,28114
1997-09,250100,801242
1997-09,300390,14300
1997-09,410429,1005934
1997-09,520513,22970
1997-09,520922,163809
1997-09,520932,359352
1997-09,551321,72072
1997-09,560721,91080
1997-09,560729,15423
1997-09,610910,130914
1997-09,620520,11
1997-09,630533,1200
1997-09,960621,15330
1997-09,960622,772
1997-09,960629,3071
1997-10,30269,140499
1997-10,30379,57200
1997-10,30611,324376
1997-10,51199,11666
1997-10,70990,1596
1997-10,80132,1212392
1997-10,80300,247584
1997-10,80450,32729
1997-10,80719,3168613
1997-10,170199,4372200
1997-10,170410,134782
1997-10,170490,433467
1997-10,180690,20758
1997-10,200819,20066
1997-10,200980,148716
1997-10,250100,484395
1997-10,300390,42912
1997-10,320649,1040
1997-10,392690,1286
1997-10,410429,1006972
1997-10,441510,11568
1997-10,520922,32722
1997-10,520932,521485
1997-10,560721,60720
1997-10,560729,15867
1997-10,610910,165672
1997-10,620520,4683
1997-10,620630,1770
1997-10,711620,13388
1997-10,711790,662
1997-10,960621,8534
1997-10,960622,2000
1997-10,960629,5995
1997-10,960630,2850
1997-11,30269,126936
1997-11,30611,262454
1997-11,50790,8660
1997-11,80132,1026066
1997-11,80300,102547
1997-11,80450,59098
1997-11,80719,2344246
1997-11,152110,29960
1997-11,170410,151097
1997-11,170490,571316
1997-11,180690,17792
1997-11,200819,37943
1997-11,200980,253746
1997-11,220290,3625
1997-11,300390,29820
1997-11,410429,848645
1997-11,520513,23045
1997-11,520522,57773
1997-11,520523,13676
1997-11,520524,16891
1997-11,520922,3760
1997-11,520932,501879
1997-11,551321,298
1997-11,560721,45540
1997-11,560890,110
1997-11,610520,10998
1997-11,610910,99640
1997-11,620520,690
1997-11,640199,8101
1997-11,843610,1080
1997-11,847982,1987
1997-11,852790,1980
1997-11,854449,96
1997-11,960621,30801
1997-11,960622,4200
1997-12,30269,52408
1997-12,30611,255732
1997-12,30623,401
1997-12,51199,10894
1997-12,70990,2800
1997-12,80132,1356878
1997-12,80300,505567
1997-12,80450,219820
1997-12,80711,8657
1997-12,80719,2980836
1997-12,152110,80000
1997-12,170199,4389000
1997-12,170410,100925
1997-12,170490,569006
1997-12,180631,7000
1997-12,180690,8810
1997-12,200819,20824
1997-12,200980,31242
1997-12,220290,115
1997-12,250100,180
1997-12,410429,1012828
1997-12,410900,99272
1997-12,520932,581167
1997-12,551321,14566
1997-12,551341,14238
1997-12,560729,15867
1997-12,610910,157248
1997-12,620520,204
1997-12,630533,1995
1997-12,960621,62981
1997-12,960629,4444
1998-01,30269,56997
1998-01,30611,223566
1998-01,51199,15978
1998-01,80132,1140809
1998-01,80300,695995
1998-01,80450,146363
1998-01,80711,11340
1998-01,80719,2308245
1998-01,170410,70186
1998-01,170490,233521
1998-01,200819,55640
1998-01,200980,93750
1998-01,250100,332368
1998-01,300390,50112
1998-01,410429,123212
1998-01,520932,80980
1998-01,560721,223302
1998-01,560729,183716
1998-01,610520,8165
1998-01,620520,233
1998-01,711620,20847
1998-01,711790,283
1998-01,960621,60417
1998-01,960629,3568
1998-02,30269,155041
1998-02,51199,3100
1998-02,80132,968761
1998-02,80300,284093
1998-02,80450,377798
1998-02,80711,12990
1998-02,80719,2311463
1998-02,152110,92593
1998-02,160413,872
1998-02,170199,2637000
1998-02,170410,126700
1998-02,170490,475905
1998-02,180632,392
1998-02,180690,12068
1998-02,190110,1604
1998-02,190530,92
1998-02,200110,114
1998-02,200590,7600
1998-02,200600,158
1998-02,200799,122
1998-02,200819,12107
1998-02,200870,833
1998-02,200980,66688
1998-02,210690,180
1998-02,220290,487
1998-02,220900,265
1998-02,250100,736454
1998-02,330510,41
1998-02,340290,181
1998-02,380840,209
1998-02,410429,1338376
1998-02,520932,468741
1998-02,551341,9173
1998-02,630533,1000
1998-02,640199,1055
1998-02,732310,90
1998-02,940330,704
1998-02,940350,1835
1998-02,940360,6160
1998-02,960621,13767
1998-02,960629,2417
1998-02,960630,4275
1998-03,30269,230823
1998-03,40299,243
1998-03,51199,7677
1998-03,80132,814704
1998-03,80300,211169
1998-03,80450,854410
1998-03,80711,10170
1998-03,80719,1621756
1998-03,120999,33000
1998-03,130219,135006
1998-03,170199,7269000
1998-03,170410,148817
1998-03,170490,454637
1998-03,180632,4018
1998-03,180690,11765
1998-03,190110,3682
1998-03,190530,171
1998-03,200290,1968
1998-03,200799,96
1998-03,200819,23184
1998-03,200980,104067
1998-03,220290,1975
1998-03,250100,735484
1998-03,340111,835
1998-03,340220,391
1998-03,340290,63
1998-03,340520,373
1998-03,340600,776
1998-03,392330,102
1998-03,410429,1032613
1998-03,410431,5320
1998-03,481810,272
1998-03,482020,200
1998-03,520922,18461
1998-03,520932,834555
1998-03,560721,54252
1998-03,610520,5880
1998-03,620520,60
1998-03,630533,1400
1998-03,640199,304
1998-03,701339,74
1998-03,711620,9812
1998-03,711790,2627
1998-03,732310,758
1998-03,821000,173
1998-03,890200,300000
1998-03,960390,126
1998-03,960621,17464
1998-03,960622,1602
1998-03,960629,3610
1998-03,960630,214
1998-04,30269,322283
1998-04,30613,137548
1998-04,50790,17078
1998-04,51000,1100
1998-04,51199,1760
1998-04,80132,951527
1998-04,80300,256677
1998-04,80450,922315
1998-04,80719,2262492
1998-04,170410,154661
1998-04,170490,364881
1998-04,180690,9990
1998-04,200819,22028
1998-04,200980,107145
1998-04,250100,682
1998-04,330126,8740
1998-04,392690,585
1998-04,410429,918102
1998-04,520932,399756
1998-04,560721,238278
1998-04,560729,31773
1998-04,610520,45588
1998-04,610910,1731780
1998-04,610990,134870
1998-04,940320,100
1998-04,960621,51615
1998-04,960622,3060
1998-04,960629,5833
1998-05,30269,284106
1998-05,30611,323020
1998-05,80132,1333395
1998-05,80300,109377
1998-05,80450,227328
1998-05,80719,591931
1998-05,130219,175000
1998-05,170410,242241
1998-05,170490,509486
1998-05,180690,5451
1998-05,200819,2215
1998-05,200980,80969
1998-05,250100,367319
1998-05,300390,42126
1998-05,410429,695180
1998-05,520513,22417
1998-05,520932,783894
1998-05,560721,407865
1998-05,560729,54836
1998-05,610520,18274
1998-05,630533,125000
1998-05,720421,13950
1998-05,940350,1520
1998-05,940360,6206
1998-05,960621,19740
1998-05,960629,887
1998-05,960630,1425
1998-06,30269,163881
1998-06,30611,515276
1998-06,51199,9976
1998-06,80132,1115799
1998-06,80240,103000
1998-06,80300,150218
1998-06,80719,61218
1998-06,152110,28100
1998-06,170199,1485000
1998-06,170410,280098
1998-06,170490,800676
1998-06,180690,17450
1998-06,200819,51162
1998-06,200980,142443
1998-06,250100,1062943
1998-06,340111,94
1998-06,340220,100
1998-06,340520,349
1998-06,410429,601189
1998-06,520932,310634
1998-06,560710,10140
1998-06,560721,120124
1998-06,620423,1350
1998-06,621111,126
1998-06,621112,648
1998-06,640219,1188
1998-06,640411,4317
1998-06,732310,55
1998-06,852790,1378
1998-06,852812,2560
1998-06,940320,2996
1998-06,960310,101
1998-06,960621,57271
1998-06,960629,1980
1998-07,30232,7907
1998-07,30269,48292
1998-07,30611,309080
1998-07,50100,1940
1998-07,50790,7341
1998-07,51000,6272
1998-07,51199,4913
1998-07,80132,961740
1998-07,80300,54218
1998-07,80711,1860
1998-07,80719,92041
1998-07,170410,286804
1998-07,170490,711796
1998-07,180690,9289
1998-07,250100,837803
1998-07,410429,712958
1998-07,520522,61160
1998-07,520922,40200
1998-07,520932,157768
1998-07,610130,324
1998-07,610510,8262
1998-07,610520,49194
1998-07,610711,389
1998-07,630533,5140
1998-07,711620,22056
1998-07,830810,1778
1998-07,960621,63081
1998-07,960622,3872
1998-07,960629,2810
1998-07,960630,4560
1998-08,30239,9223
1998-08,30269,27046
1998-08,30611,312462
1998-08,51199,4366
1998-08,80132,1115828
1998-08,80300,63358
1998-08,80719,117263
1998-08,170410,177823
1998-08,170490,542915
1998-08,180690,15506
1998-08,200590,8400
1998-08,200819,2699
1998-08,200980,56909
1998-08,250100,374318
1998-08,293311,0
1998-08,293950,0
1998-08,300390,0
1998-08,300490,0
1998-08,392330,0
1998-08,392350,1
1998-08,410429,434933
1998-08,410431,10054
1998-08,482110,0
1998-08,520513,11891
1998-08,520523,56172
1998-08,520932,487272
1998-08,560721,132130
1998-08,560729,51205
1998-08,610520,20554
1998-08,610910,1240264
1998-08,620219,555
1998-08,630533,2800
1998-08,640219,2070
1998-08,701790,3
1998-08,960621,33401
1998-08,960622,3026
1998-09,30239,23925
1998-09,30269,81095
1998-09,40299,361
1998-09,50790,8551
1998-09,80132,1468170
1998-09,80300,78717
1998-09,80430,4050
1998-09,80450,361195
1998-09,80719,1832495
1998-09,90121,137
1998-09,152110,57716
1998-09,160413,83
1998-09,170410,89088
1998-09,170490,566624
1998-09,180632,5387
1998-09,180690,6716
1998-09,190110,1253
1998-09,190530,405
1998-09,200110,78
1998-09,200290,7090
1998-09,200799,248
1998-09,200819,92352
1998-09,210690,5364
1998-09,220210,1008
1998-09,220820,1094
1998-09,220840,195
1998-09,220900,42
1998-09,250100,336483
1998-09,340111,699
1998-09,340220,115
1998-09,340290,26
1998-09,340520,245
1998-09,340600,3321
1998-09,360500,590
1998-09,380840,21
1998-09,392330,690
1998-09,392410,133
1998-09,410429,576030
1998-09,410431,10370
1998-09,442190,165
1998-09,481810,1566
1998-09,482390,229
1998-09,520512,9274
1998-09,520513,6193
1998-09,520932,301764
1998-09,560749,46
1998-09,560890,2717
1998-09,610510,1646
1998-09,610520,50183
1998-09,610910,1316401
1998-09,610990,36828
1998-09,620462,370
1998-09,620520,2325
1998-09,630533,7900
1998-09,640199,1392
1998-09,640230,359
1998-09,640299,1854
1998-09,691110,16055
1998-09,691190,2257
1998-09,701329,41
1998-09,711620,730
1998-09,732310,390
1998-09,821210,261
1998-09,821599,76
1998-09,960310,144
1998-09,960390,609
1998-09,960621,52421
1998-09,960629,3078
1998-10,30239,55849
1998-10,30269,58673
1998-10,30379,22460
1998-10,30611,226880
1998-10,50790,4522
1998-10,51000,8538
1998-10,70930,2329
1998-10,80132,523322
1998-10,80300,102383
1998-10,80430,4050
1998-10,80450,875552
1998-10,80711,10665
1998-10,80719,3707041
1998-10,170410,118093
1998-10,170490,443615
1998-10,180690,5211
1998-10,200819,68034
1998-10,250100,885512
1998-10,410429,988324
1998-10,410519,13348
1998-10,520523,7480
1998-10,520532,3850
1998-10,520932,187188
1998-10,551341,12470
1998-10,610520,27109
1998-10,610910,96990
1998-10,610990,40980
1998-10,630221,3439
1998-10,630533,5360
1998-10,960621,52278
1998-10,960622,1405
1998-10,960629,2108
1998-11,20820,22
1998-11,30239,54235
1998-11,30269,40464
1998-11,30611,280400
1998-11,51000,8294
1998-11,51199,5113
1998-11,80132,1062665
1998-11,80300,103009
1998-11,80430,9900
1998-11,80450,1028616
1998-11,80711,28917
1998-11,80719,5120375
1998-11,170410,68104
1998-11,170490,464841
1998-11,180690,6077
1998-11,200590,15200
1998-11,200819,499
1998-11,200980,90168
1998-11,250100,1307416
1998-11,340213,932
1998-11,410429,431931
1998-11,410431,82
1998-11,520932,177132
1998-11,560890,2901
1998-11,610520,25720
1998-11,630221,2480
1998-11,640219,3101
1998-11,640399,1994
1998-11,960621,19947
1998-11,960622,900
1998-11,960629,4140
1998-12,30239,41951
1998-12,30269,32388
1998-12,30611,207808
1998-12,50790,8921
1998-12,80132,2101447
1998-12,80300,120935
1998-12,80430,26550
1998-12,80450,840219
1998-12,80711,49957
1998-12,80719,5642245
1998-12,130219,229312
1998-12,152110,30864
1998-12,170410,140429
1998-12,170490,297001
1998-12,180690,7572
1998-12,200819,836
1998-12,200980,69346
1998-12,250100,3279
1998-12,410429,785791
1998-12,410431,17082
1998-12,520932,213608
1998-12,560721,91080
1998-12,610510,1296
1998-12,610520,56734
1998-12,610910,123379
1998-12,620520,1254
1998-12,640219,703
1998-12,940330,1240
1998-12,940350,2862
1998-12,940360,8585
1998-12,960621,55550
1998-12,960629,808
1999-01,30239,68169
1999-01,30269,139177
1999-01,30611,40000
1999-01,70960,1
1999-01,80132,698050
1999-01,80300,128260
1999-01,80450,852831
1999-01,80711,71689
1999-01,80719,3907683
1999-01,152110,111442
1999-01,170199,3416000
1999-01,170410,28835
1999-01,170490,61874
1999-01,180690,1715
1999-01,200819,2448
1999-01,200980,47746
1999-01,250100,965957
1999-01,410429,332956
1999-01,410519,8198
1999-01,520932,268188
1999-01,560721,45540
1999-01,560729,22018
1999-01,610520,745
1999-01,610910,67928
1999-01,610990,38568
1999-01,620520,4985
1999-01,620530,797
1999-01,691110,7995
1999-01,711620,14970
1999-01,711790,950
1999-01,940360,683
1999-01,960621,20823
1999-01,960622,1396
1999-02,30239,107696
1999-02,30269,311694
1999-02,50790,16200
1999-02,51000,9848
1999-02,70200,139
1999-02,70960,52
1999-02,80132,1078552
1999-02,80300,114235
1999-02,80430,2340
1999-02,80450,256637
1999-02,80711,53011
1999-02,80719,2249074
1999-02,170199,3165400
1999-02,170410,183296
1999-02,170490,379372
1999-02,200590,15200
1999-02,200819,3311
1999-02,200980,98125
1999-02,250100,562485
1999-02,340213,1865
1999-02,410429,364199
1999-02,520932,236071
1999-02,560721,67500
1999-02,610510,386241
1999-02,610520,26357
1999-02,610910,37751
1999-02,630229,4158
1999-02,960621,11919
1999-02,960622,1249
1999-03,30239,65890
1999-03,30269,581724
1999-03,50690,7172
1999-03,50790,16004
1999-03,51000,14100
1999-03,51199,2575
1999-03,70200,127
1999-03,70960,116
1999-03,70990,30
1999-03,71420,891
1999-03,80132,1941437
1999-03,80300,189113
1999-03,80450,251992
1999-03,80610,106
1999-03,80711,31955
1999-03,80719,1392246
1999-03,80820,80
1999-03,130219,201896
1999-03,152110,233813
1999-03,170410,228429
1999-03,170490,609523
1999-03,180690,28731
1999-03,200590,15200
1999-03,200819,25311
1999-03,200980,47746
1999-03,250100,3981
1999-03,250629,12162
1999-03,252910,1400
1999-03,300390,41256
1999-03,410429,423780
1999-03,410519,75146
1999-03,520512,1177
1999-03,520513,1290
1999-03,520522,507
1999-03,520523,1471
1999-03,520922,15916
1999-03,520932,224783
1999-03,520943,139864
1999-03,521215,5008
1999-03,550953,1012
1999-03,560721,198400
1999-03,610510,3428
1999-03,610520,12768
1999-03,610910,412288
1999-03,630260,1255
1999-03,940360,8284
1999-03,960621,21766
1999-03,960629,3715
1999-04,30239,126730
1999-04,30269,416794
1999-04,71420,4515
1999-04,80132,755475
1999-04,80300,109961
1999-04,80450,146419
1999-04,80711,1440
1999-04,80719,464387
1999-04,152110,173458
1999-04,170111,2788000
1999-04,170410,157227
1999-04,170490,496814
1999-04,180690,4030
1999-04,200980,18000
1999-04,210690,73
1999-04,250100,1481
1999-04,300390,14904
1999-04,410429,104468
1999-04,520512,418
1999-04,520513,338
1999-04,520522,822
1999-04,520523,450
1999-04,520922,780
1999-04,520932,173630
1999-04,550953,497
1999-04,560721,216800
1999-04,610520,8505
1999-04,610990,255327
1999-04,620892,374
1999-04,630231,2187
1999-04,630533,29518
1999-04,960621,23656
1999-04,960622,4452
1999-04,960629,864
1999-05,30239,72446
1999-05,30269,469131
1999-05,30611,360000
1999-05,30613,364
1999-05,70200,144
1999-05,70960,62
1999-05,80132,1165335
1999-05,80300,69837
1999-05,80450,130752
1999-05,80610,57
1999-05,80719,150508
1999-05,152110,181659
1999-05,170410,199207
1999-05,170490,657983
1999-05,180690,6898
1999-05,200819,53187
1999-05,200980,70889
1999-05,250100,1371521
1999-05,300390,15577
1999-05,410429,250108
1999-05,410519,35327
1999-05,520512,221
1999-05,520932,193676
1999-05,520943,48005
1999-05,550953,1132
1999-05,560721,150563
1999-05,610510,191497
1999-05,610910,37071
1999-05,610990,72178
1999-05,620630,8710
1999-05,630533,37129
1999-05,691110,14104
1999-05,711620,12714
1999-05,711790,1786
1999-05,940360,7972
1999-05,960621,26799
1999-05,960622,3891
1999-05,960629,1563
1999-06,30239,59438
1999-06,30269,257179
1999-06,80132,1358869
1999-06,80300,88816
1999-06,80450,107222
1999-06,80719,29886
1999-06,152110,139882
1999-06,170410,158288
1999-06,170490,538301
1999-06,190110,484
1999-06,190530,60
1999-06,200290,1156
1999-06,200799,34
1999-06,200980,129605
1999-06,210690,149
1999-06,250100,2106
1999-06,340111,65
1999-06,340119,44
1999-06,340220,636
1999-06,340290,194
1999-06,340510,88
1999-06,340520,396
1999-06,340600,160
1999-06,360500,1890
1999-06,392330,341
1999-06,392410,371
1999-06,410429,283269
1999-06,410431,20357
1999-06,442190,196
1999-06,481810,268
1999-06,481820,93
1999-06,481830,71
1999-06,482390,183
1999-06,520411,12024
1999-06,520419,24980
1999-06,520531,511
1999-06,520544,17790
1999-06,520710,9533
1999-06,520931,4580
1999-06,520932,410913
1999-06,540110,30590
1999-06,560819,1997
1999-06,610510,284409
1999-06,610520,36561
1999-06,610610,56100
1999-06,610910,142206
1999-06,630533,102687
1999-06,640199,842
1999-06,640299,393
1999-06,701329,37
1999-06,701339,20
1999-06,732310,40
1999-06,960310,112
1999-06,960390,213
1999-06,960621,4596
1999-06,960622,1916
1999-06,960629,423
1999-07,30239,40122
1999-07,30263,13202
1999-07,30269,182011
1999-07,30611,460000
1999-07,30613,356744
1999-07,50100,350
1999-07,50790,10989
1999-07,51000,15600
1999-07,51199,1500
1999-07,80132,1307494
1999-07,80300,91540
1999-07,80450,34272
1999-07,80711,1600
1999-07,80719,43592
1999-07,130219,350070
1999-07,152110,99974
1999-07,170410,548678
1999-07,170490,869661
1999-07,180690,18045
1999-07,200819,49608
1999-07,200980,36177
1999-07,250100,1058856
1999-07,300390,58959
1999-07,410429,178181
1999-07,520922,7686
1999-07,520932,480453
1999-07,551321,225
1999-07,560721,22500
1999-07,560729,23345
1999-07,610510,430578
1999-07,960621,30869
1999-07,960622,1148
1999-08,30239,42851
1999-08,30269,155851
1999-08,30373,3100
1999-08,30611,160000
1999-08,30613,250234
1999-08,51199,4544
1999-08,80132,1930174
1999-08,80300,47855
1999-08,80450,73809
1999-08,80711,800
1999-08,80719,88912
1999-08,152110,136288
1999-08,170410,143158
1999-08,170490,633141
1999-08,180690,21694
1999-08,200980,34382
1999-08,250100,306712
1999-08,410429,111995
1999-08,520932,670110
1999-08,610510,319984
1999-08,610520,27161
1999-08,610910,6597
1999-08,610990,6408
1999-08,630533,10540
1999-08,831000,3000
1999-08,940360,4067
1999-08,960621,12888
1999-09,30239,31639
1999-09,30263,1791
1999-09,30269,130288
1999-09,30379,15525
1999-09,30611,80000
1999-09,30613,133629
1999-09,51199,14776
1999-09,80132,1660300
1999-09,80300,123883
1999-09,80450,157498
1999-09,80711,5912
1999-09,80719,1989868
1999-09,152110,72355
1999-09,170410,173368
1999-09,170490,650362
1999-09,180632,18061
1999-09,180690,9624
1999-09,200819,49506
1999-09,200980,22533
1999-09,220710,576787
1999-09,250100,1087610
1999-09,300390,14788
1999-09,410422,84811
1999-09,410429,260470
1999-09,520922,60856
1999-09,520932,388322
1999-09,551321,35603
1999-09,610510,1140482
1999-09,610520,36664
1999-09,610711,4809
1999-09,610910,151364
1999-09,610990,5328
1999-09,620342,358
1999-09,630533,55010
1999-09,640219,19570
1999-09,640319,1459
1999-09,640411,12473
1999-09,840212,59200
1999-09,841382,2870
1999-09,841981,83100
1999-09,842129,17800
1999-09,842382,930
1999-09,847982,61600
1999-09,940360,10436
1999-09,960621,27288
1999-09,960622,801
1999-09,960629,686
1999-10,30239,45395
1999-10,30269,212588
1999-10,30379,44466
1999-10,30410,690
1999-10,30611,140000
1999-10,30613,271910
1999-10,51199,3900
1999-10,80132,2675465
1999-10,80300,341026
1999-10,80450,328639
1999-10,80711,62137
1999-10,80719,3746242
1999-10,80720,4048
1999-10,152110,76522
1999-10,170410,167924
1999-10,170490,554056
1999-10,180690,2568
1999-10,200290,3099
1999-10,200799,65
1999-10,200819,83690
1999-10,200980,11098
1999-10,210690,586
1999-10,220210,604
1999-10,220710,2356154
1999-10,250100,1096789
1999-10,340220,447
1999-10,340290,149
1999-10,340510,355
1999-10,340520,255
1999-10,380840,28
1999-10,410422,198480
1999-10,410431,9081
1999-10,481810,443
1999-10,520922,2443
1999-10,520931,48129
1999-10,520932,993821
1999-10,610510,1104946
1999-10,610520,13225
1999-10,610610,678343
1999-10,610910,14823
1999-10,610990,71721
1999-10,620530,6510
1999-10,620819,1573
1999-10,630532,1726
1999-10,630533,28044
1999-10,640199,535
1999-10,640219,821
1999-10,640419,190
1999-10,701329,31
1999-10,710310,75746
1999-10,711620,6740
1999-10,960310,102
1999-10,960621,30360
1999-10,960622,3242
1999-11,30239,57397
1999-11,30269,352552
1999-11,30410,2458
1999-11,30611,180000
1999-11,51199,26670
1999-11,80132,2664049
1999-11,80300,589136
1999-11,80450,480479
1999-11,80711,124380
1999-11,80719,5024850
1999-11,90121,153
1999-11,100630,303
1999-11,130219,156712
1999-11,152110,189089
1999-11,170199,2184000
1999-11,170410,97925
1999-11,170490,284942
1999-11,180690,10752
1999-11,200819,18995
1999-11,200980,33442
1999-11,250100,1333513
1999-11,410422,568106
1999-11,442190,54
1999-11,520922,100985
1999-11,520932,261870
1999-11,551321,23541
1999-11,610510,583251
1999-11,610520,5355
1999-11,610610,1699049
1999-11,610910,9446
1999-11,610990,98364
1999-11,620819,1658
1999-11,640411,332
1999-11,960621,22261
1999-11,960622,810
1999-12,30239,106142
1999-12,30269,309621
1999-12,30410,3819
1999-12,30611,132720
1999-12,30613,545373
1999-12,80132,2399075
1999-12,80300,684992
1999-12,80450,316288
1999-12,80711,185208
1999-12,80719,5530002
1999-12,152110,193184
1999-12,170410,144281
1999-12,170490,625173
1999-12,180690,23635
1999-12,200819,7938
1999-12,250100,3887
1999-12,410422,500897
1999-12,410900,11421
1999-12,481920,46425
1999-12,510510,4134
1999-12,520922,14559
1999-12,520932,580567
1999-12,560729,30684
1999-12,560890,3500
1999-12,610510,659649
1999-12,610520,22484
1999-12,610610,1687628
1999-12,610910,101412
1999-12,610990,76086
1999-12,620819,1230
1999-12,630229,5608
1999-12,630533,15849
1999-12,640199,93
1999-12,640411,1680
1999-12,650691,500
1999-12,710310,81870
1999-12,711620,2689
1999-12,711790,1271
1999-12,740929,10407
1999-12,940330,890
1999-12,960621,28089
1999-12,960622,3356
2000-01,30239,53520
2000-01,30269,273405
2000-01,30410,4163
2000-01,30420,1362
2000-01,30611,46000
2000-01,30613,124346
2000-01,71420,323
2000-01,80132,1427000
2000-01,80300,411212
2000-01,80450,278253
2000-01,80711,128726
2000-01,80719,3708676
2000-01,130219,168889
2000-01,152110,115411
2000-01,170410,18859
2000-01,170490,101850
2000-01,200980,11008
2000-01,220710,244454
2000-01,250100,992506
2000-01,321410,13950
2000-01,410422,230758
2000-01,481920,14094
2000-01,520932,71358
2000-01,610343,44
2000-01,610510,369496
2000-01,610520,2330
2000-01,610610,971440
2000-01,610711,19
2000-01,610910,37371
2000-01,620819,1538
2000-01,630532,43125
2000-01,630533,13408
2000-01,960621,9163
2000-02,30239,103433
2000-02,30269,367661
