Países,Bloco Econômico,Via,URF,Código NCM,Descrição NCM,Código SH6,Descrição SH6,Código SH4,Descrição SH4,Código SH2,Descrição SH2,Código Seção,Descrição Seção,Unidade estatística,Valor US$ FOB,Quilograma Líquido,Quantidade Estatística,Data,Valor US$ FOB_mensal,Quilograma Líquido_mensal,Valor US$ FOB_anual,Quilograma Líquido_anual
34,0,1,6,25010011,"Sal marinho, a granel, sem agregados",250100,"Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes",20,32,12,24,4,13,4,150000,7500000,7500000,2024-10-01,434689,19412780,434689,19412780
34,0,1,9,17049020,"Caramelos, confeitos, dropes, pastilhas, e produtos semelhantes, sem cacau",170490,"Outros produtos de confeitaria, sem cacau",13,29,6,3,3,11,4,33335,20572,20572,2024-10-01,1412743,776433,1412743,776433
35,7,0,14,71039900,"Outras pedras preciosas (exceto diamantes) ou semipreciosas, trabalhadas de outro modo",710399,"Outras pedras preciosas ou semipreciosas, trabalhadas de outro modo",33,24,20,23,10,14,3,300,0,2,2024-10-01,99950,0,99950,0
35,7,1,1,3061110,"Lagostas (Palinurus spp., Panulirus spp., Jasus spp.) inteiras, congeladas",30611,Lagostas congeladas,2,9,0,16,0,0,4,36190,1880,1880,2024-10-01,1209873,59612,1209873,59612
36,7,1,1,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,114576,23581,23581,2024-10-01,811265,145440,811265,145440
37,3,0,4,20079990,"Doces, pures e pastas, de outras frutas",200799,"Geleias, doces, purês e marmelades, de outras frutas",16,12,9,21,3,11,4,2773,300,300,2024-10-01,2773,300,2773,300
37,3,0,4,39219019,"Outras chapas estratificadas, reforçadas ou com suporte",392190,"Outras chapas, folhas, películas, tiras, lâminas, de plásticos",27,20,16,19,6,9,4,402,98,98,2024-10-01,67339,10977,67339,10977
37,3,0,13,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,10,17,3,8,1,12,4,1766,1350,1350,2024-10-01,1524439,1324675,1524439,1324675
37,3,0,14,90213190,Outras próteses articulares,902131,Próteses articulares,38,1,24,10,13,2,4,110,0,0,2024-10-01,110,0,110,0
38,7,0,14,71039900,"Outras pedras preciosas (exceto diamantes) ou semipreciosas, trabalhadas de outro modo",710399,"Outras pedras preciosas ou semipreciosas, trabalhadas de outro modo",33,24,20,23,10,14,3,99650,0,620,2024-10-01,99950,0,99950,0
39,7,1,1,3061110,"Lagostas (Palinurus spp., Panulirus spp., Jasus spp.) inteiras, congeladas",30611,Lagostas congeladas,2,9,0,16,0,0,4,64200,3320,3320,2024-10-01,1209873,59612,1209873,59612
39,7,1,1,3061190,"Outras lagostas (Palinurus spp., Panulirus spp., Jasus spp.), congeladas, exceto as inteiras",30611,Lagostas congeladas,2,9,0,16,0,0,4,1029,48,48,2024-10-01,1209873,59612,1209873,59612
39,7,1,15,3061110,"Lagostas (Palinurus spp., Panulirus spp., Jasus spp.) inteiras, congeladas",30611,Lagostas congeladas,2,9,0,16,0,0,4,140937,7430,7430,2024-10-01,1209873,59612,1209873,59612
39,7,1,15,3061190,"Outras lagostas (Palinurus spp., Panulirus spp., Jasus spp.), congeladas, exceto as inteiras",30611,Lagostas congeladas,2,9,0,16,0,0,4,1749,45,45,2024-10-01,1209873,59612,1209873,59612
39,7,1,15,76020000,"Desperdícios e resíduos, de alumínio",760200,"Desperdícios e resíduos, de alumínio",34,10,21,2,11,5,4,36713,22050,22050,2024-10-01,77080,44728,77080,44728
40,3,0,2,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,201,106,106,2024-10-01,811265,145440,811265,145440
40,3,1,1,41015010,"Couros e peles em bruto, de bovinos, inteiros, de peso unitário superior a 16 kg, sem dividir",410150,"Couros e peles de bovinos ou de eqüídeos, inteiros, de peso unitário > 16 kg",28,8,17,17,7,8,4,94692,448000,448000,2024-10-01,332808,1165000,332808,1165000
41,2,2,20,8071900,Melões frescos,80719,Melões frescos,10,17,3,8,1,12,4,15742,21330,21330,2024-10-01,17343784,25287186,17343784,25287186
41,2,2,20,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,17676,3422,3422,2024-10-01,811265,145440,811265,145440
41,2,2,22,8071100,Melancias frescas,80711,Melancias frescas,10,17,3,8,1,12,4,8333,22176,22176,2024-10-01,8220351,15957359,8220351,15957359
41,2,2,22,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,5757,1046,1046,2024-10-01,811265,145440,811265,145440
42,6,1,15,17049020,"Caramelos, confeitos, dropes, pastilhas, e produtos semelhantes, sem cacau",170490,"Outros produtos de confeitaria, sem cacau",13,29,6,3,3,11,4,49273,24893,24893,2024-10-01,1412743,776433,1412743,776433
