Ano,Mês,UF do Produto,Países,Bloco Econômico,Via,URF,Código NCM,Descrição NCM,Código SH6,Descrição SH6,Código SH4,Descrição SH4,Código SH2,Descrição SH2,Código Seção,Descrição Seção,Unidade estatística,Valor US$ FOB,Quilograma Líquido,Quantidade Estatística
2024,10. Outubro,Rio Grande do Norte,China,Ásia (Exclusive Oriente Médio),AEREA,0417901 - IRF - AEROPORTO INTERNACIONAL DOS GUARARAPES,3063100,"Lagostas (Palinurus spp., Panulirus spp., Jasus spp.), vivas, frescos ou refrigerados",30631,"Lagostas (Palinurus spp., Panulirus spp., Jasus spp.), vivas, frescos ou refrigerados",306,"Crustáceos, mesmo sem casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets de crustáceos, pr",3,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",I,Animais vivos e produtos do reino animal,QUILOGRAMA LIQUIDO,10609,512,512
2024,10. Outubro,Rio Grande do Norte,China,Ásia (Exclusive Oriente Médio),AEREA,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,85389090,Outras partes para aparelhos de interrupção de circuito elétrico,853890,"Outras partes destinadas aos aparelhos das posições 8535, 8536 e 8537",8538,"Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535, 8536 ou 8537",85,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",XVI,"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios",QUILOGRAMA LIQUIDO,1953,26,26
2024,10. Outubro,Rio Grande do Norte,China,Ásia (Exclusive Oriente Médio),MARITIMA,0317900 - ALF - FORTALEZA,3061110,"Lagostas (Palinurus spp., Panulirus spp., Jasus spp.) inteiras, congeladas",30611,Lagostas congeladas,306,"Crustáceos, mesmo sem casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets de crustáceos, pr",3,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",I,Animais vivos e produtos do reino animal,QUILOGRAMA LIQUIDO,113267,5940,5940
2024,10. Outubro,Rio Grande do Norte,China,Ásia (Exclusive Oriente Médio),MARITIMA,0317900 - ALF - FORTALEZA,3061190,"Outras lagostas (Palinurus spp., Panulirus spp., Jasus spp.), congeladas, exceto as inteiras",30611,Lagostas congeladas,306,"Crustáceos, mesmo sem casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets de crustáceos, pr",3,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",I,Animais vivos e produtos do reino animal,QUILOGRAMA LIQUIDO,267797,14360,14360
2024,10. Outubro,Rio Grande do Norte,China,Ásia (Exclusive Oriente Médio),MARITIMA,0717800 - PORTO DE ITAGUAI,3061110,"Lagostas (Palinurus spp., Panulirus spp., Jasus spp.) inteiras, congeladas",30611,Lagostas congeladas,306,"Crustáceos, mesmo sem casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets de crustáceos, pr",3,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",I,Animais vivos e produtos do reino animal,QUILOGRAMA LIQUIDO,36140,1960,1960
2024,10. Outubro,Rio Grande do Norte,China,Ásia (Exclusive Oriente Médio),MARITIMA,0727600 - PORTO DE VITORIA,25161200,"Granito, simplesmente cortado a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular",251612,"Granito, cortado em blocos ou placas de forma quadrada ou retangular",2516,"Granito, pórfiro, basalto, arenito e outras pedras de cantaria ou de construção, mesmo desbastados ou simplesmente cortados à serra ou por outro meio, em blocos ou placas de forma quadrada ou rectangular",25,"Sal; enxofre; terras e pedras; gesso, cal e cimento",V,Produtos minerais,METRO CUBICO,178721,841280,229
2024,10. Outubro,Rio Grande do Norte,China,Ásia (Exclusive Oriente Médio),MARITIMA,0817800 - PORTO DE SANTOS,3061110,"Lagostas (Palinurus spp., Panulirus spp., Jasus spp.) inteiras, congeladas",30611,Lagostas congeladas,306,"Crustáceos, mesmo sem casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets de crustáceos, pr",3,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",I,Animais vivos e produtos do reino animal,QUILOGRAMA LIQUIDO,115587,6150,6150
2024,10. Outubro,Rio Grande do Norte,China,Ásia (Exclusive Oriente Médio),MARITIMA,0927700 - PORTO DE SAO FRANCISCO DO SUL,3061110,"Lagostas (Palinurus spp., Panulirus spp., Jasus spp.) inteiras, congeladas",30611,Lagostas congeladas,306,"Crustáceos, mesmo sem casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets de crustáceos, pr",3,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",I,Animais vivos e produtos do reino animal,QUILOGRAMA LIQUIDO,233574,12440,12440
2024,10. Outubro,Rio Grande do Norte,China,Ásia (Exclusive Oriente Médio),MARITIMA,0927700 - PORTO DE SAO FRANCISCO DO SUL,3061190,"Outras lagostas (Palinurus spp., Panulirus spp., Jasus spp.), congeladas, exceto as inteiras",30611,Lagostas congeladas,306,"Crustáceos, mesmo sem casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets de crustáceos, pr",3,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",I,Animais vivos e produtos do reino animal,QUILOGRAMA LIQUIDO,3906,191,191
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,AEREA,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,39219019,"Outras chapas estratificadas, reforçadas ou com suporte",392190,"Outras chapas, folhas, películas, tiras, lâminas, de plásticos",3921,"Outras chapas, folhas, películas, tiras e lâminas, de plástico",39,Plásticos e suas obras,VII,Plásticos e suas obras; Borracha e suas obras,QUILOGRAMA LIQUIDO,65326,10798,10798
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,AEREA,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,52082200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, branqueados, em ponto de tafetá, com peso superior a 100 g/m2",520822,"Tecido de algodão branqueado, em ponto de tafetá, contendo => 85% em peso de algodão, com peso > 100 g/m2 e <= 200 g/m2",5208,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso não superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,178,24,24
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,AEREA,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,52092900,"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados",520929,"Outros tecidos de algodão branqueado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,183,22,22
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,AEREA,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,52093900,"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, tintos",520939,"Outros tecidos de algodão tinto, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,343,38,38
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0317900 - ALF - FORTALEZA,52082200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, branqueados, em ponto de tafetá, com peso superior a 100 g/m2",520822,"Tecido de algodão branqueado, em ponto de tafetá, contendo => 85% em peso de algodão, com peso > 100 g/m2 e <= 200 g/m2",5208,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso não superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,37508,5922,5922
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0317900 - ALF - FORTALEZA,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,11309,2052,2052
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0317900 - ALF - FORTALEZA,52092900,"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados",520929,"Outros tecidos de algodão branqueado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,11225,1953,1953
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0317900 - ALF - FORTALEZA,52093200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520932,"Tecido de algodão tinto, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,75201,12535,12535
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0517800 - ALF - SALVADOR,52091900,"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, crus",520919,"Outros tecidos de algodão cru, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,5969,840,840
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0517800 - ALF - SALVADOR,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,55045,8114,8114
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0517800 - ALF - SALVADOR,52092900,"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados",520929,"Outros tecidos de algodão branqueado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,23843,3221,3221
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0517800 - ALF - SALVADOR,52093200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520932,"Tecido de algodão tinto, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,37782,5136,5136
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0517800 - ALF - SALVADOR,52112020,"Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não",521120,"Tecidos de algodão, branqueados, com fibras sintéticas ou artificiais, contendo < 85% em peso de algodão, com peso > 200 g/m2",5211,"Tecidos de algodão, contendo menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,2865,540,540
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0517800 - ALF - SALVADOR,52112090,"Outros tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso superior a 200 g/m2, branqueados",521120,"Tecidos de algodão, branqueados, com fibras sintéticas ou artificiais, contendo < 85% em peso de algodão, com peso > 200 g/m2",5211,"Tecidos de algodão, contendo menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,7086,1187,1187
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0817800 - PORTO DE SANTOS,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,92247,14990,14990
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0817800 - PORTO DE SANTOS,52092900,"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados",520929,"Outros tecidos de algodão branqueado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,10320,1623,1623
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0817800 - PORTO DE SANTOS,52093200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520932,"Tecido de algodão tinto, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,70065,9205,9205
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0817800 - PORTO DE SANTOS,52093900,"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, tintos",520939,"Outros tecidos de algodão tinto, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,34516,4482,4482
2024,10. Outubro,Rio Grande do Norte,Colômbia,América do Sul,MARITIMA,0817800 - PORTO DE SANTOS,52113200,"Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, peso > 200 g/m2, tintos, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",521132,"Tecido de algodão tinto, em ponto sarjado, com fibras sintéticas ou artificiais, contendo < 85% em peso de algodão, com peso > 200 g/m2",5211,"Tecidos de algodão, contendo menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,10733,2071,2071
2024,10. Outubro,Rio Grande do Norte,Costa Rica,América Central e Caribe,MARITIMA,0817800 - PORTO DE SANTOS,52093200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520932,"Tecido de algodão tinto, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,24309,2827,2827
2024,10. Outubro,Rio Grande do Norte,Egito,África,MARITIMA,0317900 - ALF - FORTALEZA,41015010,"Couros e peles em bruto, de bovinos, inteiros, de peso unitário superior a 16 kg, sem dividir",410150,"Couros e peles de bovinos ou de eqüídeos, inteiros, de peso unitário > 16 kg",4101,"Couros e peles em bruto de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, tratados pela cal, « piclados » ou conservados de outro modo, mas não curtidos, nem apergaminhados nem preparados de outro modo), mesmo depilados ou div",41,"Peles, exceto as peles com pelo, e couros",VIII,"Peles, couros, peles com pelo e obras destas matérias; Artigos de correeiro ou de seleiro; Artigos de viagem, bolsas e artefatos semelhantes; Obras de tripa",QUILOGRAMA LIQUIDO,19600,56000,56000
2024,10. Outubro,Rio Grande do Norte,Egito,África,MARITIMA,0317900 - ALF - FORTALEZA,52093200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520932,"Tecido de algodão tinto, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,40900,8313,8313
2024,10. Outubro,Rio Grande do Norte,Egito,África,MARITIMA,0817800 - PORTO DE SANTOS,8039000,"Bananas frescas ou secas, exceto bananas-da-terra",80390,"Bananas frescas ou secas, exceto bananas-da-terra",803,Bananas frescas ou secas,8,Frutas; cascas de frutos cítricos e de melões,II,Produtos do reino vegetal,QUILOGRAMA LIQUIDO,46260,119840,119840
2024,10. Outubro,Rio Grande do Norte,Emirados Árabes Unidos,Oriente Médio,MARITIMA,0420154 - IRF NATAL,27101911,Querosenes de aviação,271019,"Outros óleos de petróleo ou de minerais betuminosos e preparações, exceto desperdícios",2710,"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento",27,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",V,Produtos minerais,METRO CUBICO,4307,4773,6
2024,10. Outubro,Rio Grande do Norte,Equador,América do Sul,MARITIMA,0317900 - ALF - FORTALEZA,52091900,"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, crus",520919,"Outros tecidos de algodão cru, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,8415,1239,1239
2024,10. Outubro,Rio Grande do Norte,Equador,América do Sul,MARITIMA,0317900 - ALF - FORTALEZA,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,192980,32726,32726
2024,10. Outubro,Rio Grande do Norte,Equador,América do Sul,MARITIMA,0317900 - ALF - FORTALEZA,52092900,"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados",520929,"Outros tecidos de algodão branqueado, contendo => 85% em peso de algodão, com peso > 200 g/m2",5209,"Tecidos de algodão, contendo pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2",52,Algodão,XI,Matérias têxteis e suas obras,QUILOGRAMA LIQUIDO,10014,2225,2225
2024,10. Outubro,Rio Grande do Norte,Espanha,Europa,AEREA,0317901 - IRF - AEROPORTO INTERNACIONAL PINTO MARTINS,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,807,"Melões, melancias e papaias (mamões), frescos",8,Frutas; cascas de frutos cítricos e de melões,II,Produtos do reino vegetal,QUILOGRAMA LIQUIDO,2707,2250,2250
2024,10. Outubro,Rio Grande do Norte,Espanha,Europa,AEREA,0517801 - IRF - AEROPORTO INTERNACIONAL DE SALVADOR,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,807,"Melões, melancias e papaias (mamões), frescos",8,Frutas; cascas de frutos cítricos e de melões,II,Produtos do reino vegetal,QUILOGRAMA LIQUIDO,6749,6237,6237
2024,10. Outubro,Rio Grande do Norte,Espanha,Europa,AEREA,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,807,"Melões, melancias e papaias (mamões), frescos",8,Frutas; cascas de frutos cítricos e de melões,II,Produtos do reino vegetal,QUILOGRAMA LIQUIDO,303032,258043,258043
2024,10. Outubro,Rio Grande do Norte,Espanha,Europa,AEREA,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,807,"Melões, melancias e papaias (mamões), frescos",8,Frutas; cascas de frutos cítricos e de melões,II,Produtos do reino vegetal,QUILOGRAMA LIQUIDO,53678,50832,50832
2024,10. Outubro,Rio Grande do Norte,Espanha,Europa,MARITIMA,0317900 - ALF - FORTALEZA,8071100,Melancias frescas,80711,Melancias frescas,807,"Melões, melancias e papaias (mamões), frescos",8,Frutas; cascas de frutos cítricos e de melões,II,Produtos do reino vegetal,QUILOGRAMA LIQUIDO,471191,815717,815717
2024,10. Outubro,Rio Grande do Norte,Espanha,Europa,MARITIMA,0317900 - ALF - FORTALEZA,8071900,Melões frescos,80719,Melões frescos,807,"Melões, melancias e papaias (mamões), frescos",8,Frutas; cascas de frutos cítricos e de melões,II,Produtos do reino vegetal,QUILOGRAMA LIQUIDO,5179611,7981550,7981550
2024,10. Outubro,Rio Grande do Norte,Espanha,Europa,MARITIMA,0420154 - IRF NATAL,8071900,Melões frescos,80719,Melões frescos,807,"Melões, melancias e papaias (mamões), frescos",8,Frutas; cascas de frutos cítricos e de melões,II,Produtos do reino vegetal,QUILOGRAMA LIQUIDO,119238,121638,121638
2024,10. Outubro,Rio Grande do Norte,Espanha,Europa,MARITIMA,0420154 - IRF NATAL,27101911,Querosenes de aviação,271019,"Outros óleos de petróleo ou de minerais betuminosos e preparações, exceto desperdícios",2710,"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento",27,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",V,Produtos minerais,METRO CUBICO,10261,7476,10
2024,10. Outubro,Rio Grande do Norte,Espanha,Europa,MARITIMA,0927700 - PORTO DE SAO FRANCISCO DO SUL,25161200,"Granito, simplesmente cortado a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular",251612,"Granito, cortado em blocos ou placas de forma quadrada ou retangular",2516,"Granito, pórfiro, basalto, arenito e outras pedras de cantaria ou de construção, mesmo desbastados ou simplesmente cortados à serra ou por outro meio, em blocos ou placas de forma quadrada ou rectangular",25,"Sal; enxofre; terras e pedras; gesso, cal e cimento",V,Produtos minerais,METRO CUBICO,45794,161467,48
2024,10. Outubro,Rio Grande do Norte,Estados Unidos,América do Norte,AEREA,0317901 - IRF - AEROPORTO INTERNACIONAL PINTO MARTINS,3023200,"Albacoras/atuns barbatana amarela, frescas/refrigerado, exceto filés",30232,"Albacoras ou atuns-de-barbatanas-amarelas, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",302,"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04",3,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",I,Animais vivos e produtos do reino animal,QUILOGRAMA LIQUIDO,27200,2474,2474
2024,10. Outubro,Rio Grande do Norte,Estados Unidos,América do Norte,AEREA,0317901 - IRF - AEROPORTO INTERNACIONAL PINTO MARTINS,3023400,"Albacoras-bandolim (patudos) frescos, refrigerados",30234,"Albacoras-bandolim (patudos), frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",302,"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04",3,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",I,Animais vivos e produtos do reino animal,QUILOGRAMA LIQUIDO,109406,10177,10177
2024,10. Outubro,Rio Grande do Norte,Estados Unidos,América do Norte,AEREA,0317901 - IRF - AEROPORTO INTERNACIONAL PINTO MARTINS,3024700,"Espadarte (Xiphias gladius), frescos ou refrigerados",30247,"Espadarte (Xiphias gladius), frescos ou refrigerados",302,"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04",3,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",I,Animais vivos e produtos do reino animal,QUILOGRAMA LIQUIDO,18473,2118,2118
2024,10. Outubro,Rio Grande do Norte,Estados Unidos,América do Norte,AEREA,0317901 - IRF - AEROPORTO INTERNACIONAL PINTO MARTINS,3028990,Outros peixes frescos ou refrigerados,30289,"Outros peixes, exceto fígados, ovas e sêmen",302,"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04",3,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",I,Animais vivos e produtos do reino animal,QUILOGRAMA LIQUIDO,17603,1326,1326
